sa_advertising,sa_ann_rep_months,sa_avg_total_assets_net_of_reval,sa_building_net_addn_in_yr,sa_cf_net_frm_op_activity,sa_comm_equip_net_addn_in_yr,sa_company_name,sa_computer_it_net_addn_in_yr,sa_elec_install_fitting_net_addn_in_yr,sa_extra_ordi_inc,sa_finance1_cocode,sa_finance1_year,sa_gfa_net_addn_in_yr,sa_net_furn_social_oth_fxd_ast,sa_pat,sa_plant_net_addn_in_yr,sa_rnd_exp,sa_sales,sa_sw_net_addn_in_yr,sa_total_assets,sa_transport_infra_net_addn_in_yr,sa_transport_veh_net_addn_in_yr,nic
,12,6473.05,-146.3,601.0,,DYNAMATIC TECHNOLOGIES LTD.,1.7,0.1,123.3,64150,20140331,478.9,-0.5,3.1,13.4,25.8,4719.4,5.6,6437.2,,-3.7,30913.0
,12,8864.35,137.7,1430.5,,WABCO INDIA LTD.,,,0.6,374456,20140331,746.4,36.0,1174.8,540.1,43.3,12061.7,33.2,9673.7,,-0.6,30913.0
,12,4630.65,3.1,376.9,,J M T AUTO LTD.,0.0,,0.7,104238,20140331,1492.1,5.3,70.6,1480.8,,3277.4,0.0,5438.2,,2.9,30913.0
,12,42034.5,152.0,6693.0,,MOTHERSON SUMI SYSTEMS LTD.,17.0,,31.0,149616,20140331,1486.0,93.0,5351.0,1222.0,147.0,50055.0,0.0,44354.0,,-56.0,30913.0
,12,9720.6,23.2,926.0,,SUNDARAM-CLAYTON LTD.,,,58.5,240069,20140331,510.2,14.0,536.6,455.9,54.6,12785.1,6.6,9879.6,,13.5,30913.0
360.9,12,41822.8,11.8,3336.1,,VOLTAS LTD.,,,167.9,269920,20140331,82.2,37.2,1855.9,-17.8,34.8,51857.8,48.1,42225.7,,2.9,28199.0
,12,92662.65,148.4,4790.0,,A B B INDIA LTD.,,,,21420,20141231,1091.1,67.7,2285.1,729.3,,81569.1,2.1,91814.2,,0.2,28199.0
115.0,12,133068.5,48.0,6078.0,,SIEMENS LTD.,,,3985.0,226821,20140930,1263.0,-7.0,6032.0,1330.0,43.0,108034.0,-46.0,137963.0,,-3.0,28199.0
1124.0,12,31541.9,,6525.3,,HAVELLS INDIA LTD.,,,,91512,20140331,457.1,56.0,4786.9,341.3,218.8,52890.1,21.6,34329.2,,38.2,28199.0
12.3,12,7428.15,20.1,607.2,,N R B BEARINGS LTD.,,0.0,8.0,152643,20140331,423.4,2.4,381.8,397.1,70.3,6483.1,5.7,7889.1,,-1.9,28140.0
200.3,12,18259.35,97.8,2177.1,,S K F INDIA LTD.,,,3.3,203025,20141231,244.4,34.2,2027.7,97.2,,25706.4,,19351.9,,12.1,28140.0
158.0,12,13911.85,4.6,1173.8,,SCHAEFFLER INDIA LTD.,,,0.0,71439,20141231,-26.6,1.6,1528.8,-30.5,97.5,17466.0,3.9,14453.4,,-6.2,28140.0
342.8,12,25902.3,10.7,841.1,,BLUE STAR LTD.,-14.2,,11.2,37079,20140331,211.2,-2.9,759.0,174.5,247.3,27934.5,46.2,26905.0,,-7.2,27501.0
489.8,12,14768.85,20.7,2036.2,,WHIRLPOOL OF INDIA LTD.,,,3.8,272097,20140331,364.0,79.8,1229.1,298.6,346.1,31501.7,,15825.4,,0.4,27501.0
220.4,12,2854.5,0.0,820.5,,SYMPHONY LTD.,-0.5,,1.4,245363,20140630,10.4,-0.1,988.7,6.9,16.2,4515.2,1.6,3235.6,,2.5,27501.0
,12,55462.6,370.3,2170.6,,C G POWER & INDL. SOLUTIONS LTD.,,,0.0,52418,20140331,1216.9,-106.1,5210.9,755.9,522.6,80760.8,111.6,57341.1,0.0,-10.0,27104.0
,12,13081.85,-55.2,183.8,,SCHNEIDER ELECTRIC INFRASTRUCTURE LTD.,18.2,,0.0,408877,20140331,-158.5,-8.3,-1249.3,-162.0,,13729.8,,12584.0,,36.5,27104.0
,12,49984.95,245.2,-1461.8,,G E T & D INDIA LTD.,22.7,,1.1,12007,20140331,949.5,103.7,1170.2,579.4,266.9,37107.8,,53001.8,,-0.3,27104.0
568.5,12,67577.0,170.4,14006.8,,SHREE CEMENT LTD.,,,5.0,222402,20140630,9673.0,150.6,7872.4,7276.8,125.5,66550.4,54.1,73474.4,219.1,31.5,23942.0
1496.4,12,287563.65,3007.2,32419.9,,ULTRATECH CEMENT LTD.,,,226.2,125123,20140331,36955.5,322.9,21444.7,26815.7,109.9,230385.4,97.3,299347.4,1678.0,20.8,23942.0
546.9,12,42768.75,94.1,-147.3,,PRISM CEMENT LTD.,12.9,,,181972,20140331,2569.3,25.7,-816.5,861.4,25.6,53619.0,17.6,43470.2,29.7,-18.7,23942.0
1.7,12,7052.15,,-113.6,,RAIN INDUSTRIES LTD.,,,,182265,20141231,2.7,1.5,245.8,,,77.3,,7303.7,,1.2,23942.0
,12,3485.25,0.0,541.8,,MARKSANS PHARMA LTD.,0.9,,,245784,20140331,26.1,0.9,555.6,24.3,197.6,3149.4,,3764.4,,0.0,21009.0
,12,11215.1,89.3,1718.0,,NATCO PHARMA LTD.,8.5,,0.1,155423,20140331,851.3,12.8,1101.9,387.4,372.4,6281.8,20.2,11813.2,,4.5,21009.0
,12,78050.25,77.0,3280.3,,AUROBINDO PHARMA LTD.,,,,24685,20140331,1013.3,54.4,11720.9,853.5,2550.5,72699.7,,86088.8,,-4.8,21009.0
1.8,12,39496.85,792.7,5581.3,,DIVI'S LABORATORIES LTD.,10.8,,0.1,61957,20140331,1219.1,139.2,7917.2,247.6,253.9,25329.5,0.0,43168.2,,0.3,21009.0
,12,4211.95,16.6,1211.9,,SUVEN LIFE SCIENCES LTD.,1.2,,0.0,243849,20140331,291.0,46.8,1441.6,219.3,479.5,5105.9,0.0,4888.0,,4.3,21009.0
,12,2171.6,0.9,369.0,,SUN PHARMA ADVANCED RESEARCH CO. LTD.,,,0.6,371302,20140331,24.1,0.5,303.2,17.7,1335.4,1670.3,,2073.0,,5.0,21009.0
,12,12239.0,104.8,2631.2,,ALEMBIC PHARMACEUTICALS LTD.,,,21.6,393826,20140331,925.9,138.9,2382.9,678.9,1164.3,18514.9,,13402.0,,3.3,21009.0
,12,5671.8,299.6,589.8,,SHILPA MEDICARE LTD.,6.7,82.1,,220498,20140331,1260.3,108.6,808.6,705.9,217.6,5343.6,4.2,6271.6,34.9,4.5,21009.0
,12,31228.0,205.0,1858.0,,BIOCON LTD.,,,,36073,20140331,2722.0,258.0,3244.0,2199.0,705.0,22393.0,0.0,32275.0,,-4.0,21009.0
,12,132436.0,1634.9,18124.8,,CIPLA LTD.,,,26.4,47858,20140331,4109.1,231.3,13883.4,2191.4,5119.3,95587.2,49.6,142729.9,,-1.2,21002.0
,12,29694.2,1041.4,5147.8,,IPCA LABORATORIES LTD.,,,2.3,102576,20140331,3264.4,156.9,4773.7,1831.0,1243.7,32965.7,51.4,32241.9,,33.3,21002.0
,12,61564.5,254.0,8782.0,,CADILA HEALTHCARE LTD.,,,1.0,41246,20140331,1727.0,6.0,9036.0,1261.0,4358.0,36916.0,15.0,65013.0,,37.0,21002.0
494.5,12,20779.8,-172.4,2649.5,,SANOFI INDIA LTD.,13.9,,1010.0,25290,20141231,295.9,0.8,2636.1,438.2,33.3,20255.2,14.1,22609.3,,,21002.0
303.2,12,15871.65,9.6,531.7,,PANACEA BIOTEC LTD.,-0.6,,1199.3,169324,20140331,67.3,-0.3,-4.2,68.7,960.6,4982.3,3.4,20087.8,,-13.5,21002.0
739.8,15,17335.0,-10.7,1553.0,,ABBOTT INDIA LTD.,,,125.4,121704,20140331,55.8,21.0,1984.5,61.9,16.2,23036.2,-8.4,19076.9,,-5.5,21002.0
,12,120893.05,207.3,-24050.6,,SUN PHARMACEUTICAL INDS. LTD.,,,1.0,239726,20140331,2483.9,103.8,-28285.2,1803.3,3752.3,29958.8,0.0,146498.9,,64.1,21002.0
,12,42647.8,725.4,1142.4,,GLENMARK PHARMACEUTICALS LTD.,,,,82197,20140331,2012.4,54.6,4338.2,1174.4,1213.6,24387.1,46.7,46142.0,,10.7,21002.0
,12,37232.5,245.8,1312.2,,WOCKHARDT LTD.,64.9,,,272854,20140331,1841.1,-25.8,2079.2,1441.1,1984.7,18107.8,114.0,38757.8,,1.1,21002.0
233.0,12,152664.0,1808.0,9055.0,,DR. REDDY'S LABORATORIES LTD.,,475.0,28.0,62987,20140331,6671.0,433.0,19330.0,4270.0,9982.0,98100.0,,167676.0,,-288.0,21002.0
76.0,12,7780.25,8.1,1897.1,,AJANTA PHARMA LTD.,12.0,,6.6,8893,20140331,395.5,21.6,2208.6,341.5,499.3,11175.7,10.8,8800.0,,1.5,21002.0
,12,3660.3,278.4,-9.4,,ASTRAZENECA PHARMA INDIA LTD.,,,164.2,23709,20140331,710.9,14.0,-5.1,436.7,,4845.8,,4207.3,,-18.2,21002.0
338.0,12,15318.25,-2.6,1324.5,,PFIZER LTD.,13.9,,21.2,174726,20140331,-1.6,-1.5,2208.6,-1.1,147.6,11649.7,,9838.8,,-7.7,21002.0
,12,38830.65,158.5,3100.8,,TORRENT PHARMACEUTICALS LTD.,,116.0,0.0,252196,20140331,1174.1,38.2,7623.4,854.2,1454.7,33586.0,30.0,43858.2,,-43.0,21002.0
0.8,12,1474.2,252.5,597.7,,CAPLIN POINT LABORATORIES LTD.,,49.0,,42236,20140630,379.3,67.6,256.4,,20.8,1581.1,4.5,1742.4,,5.5,21002.0
246.9,12,7140.55,22.5,999.5,,INDOCO REMEDIES LTD.,15.0,6.4,0.3,99667,20140331,344.7,45.1,579.0,141.4,144.3,7336.5,,7342.5,,4.4,21002.0
1239.4,12,21700.3,339.4,1892.6,,KANSAI NEROLAC PAINTS LTD.,,,114.8,84205,20140331,1894.9,8.8,2065.7,1487.5,154.9,37338.9,57.8,22660.3,,1.4,20221.0
1949.5,12,19994.4,0.0,3374.4,,BERGER PAINTS INDIA LTD.,0.0,,,32433,20140331,,,2342.5,0.0,64.6,37546.0,0.0,21613.2,,0.0,20221.0
1178.0,12,22165.0,673.0,1708.0,,AKZO NOBEL INDIA LTD.,18.0,,0.0,96407,20140331,1739.0,154.0,1502.0,845.0,101.0,26754.0,,20859.0,,3.0,20221.0
5040.3,12,62187.25,107.3,13708.9,,ASIAN PAINTS LTD.,65.1,,45.5,22859,20140331,1187.8,163.0,11690.6,563.5,521.2,121981.7,264.2,67559.0,,2.5,20221.0
1591.0,12,34401.0,111.0,2815.0,,BAYER CROPSCIENCE LTD.,,,13.0,31364,20140331,647.0,125.0,2895.0,321.0,202.0,33992.0,5.0,35049.0,,85.0,20219.0
131.2,12,4688.85,29.7,333.7,,DHANUKA AGRITECH LTD.,,,15.4,59898,20140331,61.4,16.5,931.4,15.2,15.8,8290.6,7.3,5173.1,,-7.6,20219.0
216.0,12,6014.0,8.6,1534.3,,MONSANTO INDIA LTD.,3.5,,,148911,20140331,114.8,1.1,1228.9,57.5,209.8,6105.2,,6112.5,,14.5,20219.0
,12,5157.7,-60.3,360.4,,PUNJAB CHEMICALS & CROP PROTECTION LTD.,,-4.2,0.4,183791,20140331,-63.9,-15.1,11.8,4.8,15.8,4347.8,0.0,5283.7,,-0.8,20219.0
214.8,12,13633.75,210.8,2168.9,,P I INDUSTRIES LTD.,,,,166523,20140331,650.7,9.9,1837.4,420.6,88.6,18466.5,18.5,14919.6,,-13.8,20219.0
,12,5671.0,41.9,1314.7,,VINATI ORGANICS LTD.,1.4,,,267081,20140331,293.2,4.4,861.5,212.4,,7514.6,8.5,5879.6,,2.3,20119.0
,12,12782.9,61.6,1549.9,,RALLIS INDIA LTD.,,,6.1,192276,20140331,552.7,14.4,1463.6,340.0,166.3,16335.8,1.2,14648.4,,-17.2,20119.0
145.4,12,34448.65,978.1,408.6,,GODREJ INDUSTRIES LTD.,,,250.0,83018,20140331,2320.0,29.9,1254.8,1249.1,32.3,13946.9,5.4,37032.9,,19.2,20119.0
1737.6,12,34805.9,83.7,3981.4,,PIDILITE INDUSTRIES LTD.,,,6.5,175214,20140331,1443.9,155.7,4686.1,465.8,200.0,41278.3,167.1,35240.6,,12.5,20119.0
,12,3949.65,2.2,459.5,,ALKYL AMINES CHEMICALS LTD.,,0.3,0.5,10903,20140331,355.6,6.3,428.8,228.2,39.7,4808.7,,4277.6,,-1.5,20119.0
,12,15588.2,-20.1,1410.0,,ATUL LTD.,,,3.9,24381,20140331,731.0,26.8,2127.9,724.4,160.6,25160.5,2.6,17864.8,,7.8,20119.0
,12,5558.5,0.1,488.2,,BODAL CHEMICALS LTD.,,,0.0,61622,20140331,18.9,-1.5,306.5,12.6,,10371.2,1.7,6058.2,,6.0,20119.0
248.0,12,28111.0,15.7,-137.7,,BOMBAY DYEING & MFG. CO. LTD.,0.0,,0.3,37451,20140331,-23.3,-13.8,-2033.1,-48.7,,27867.8,15.5,39075.9,,0.5,20119.0
169.7,12,3488.95,2.7,415.4,,KEWAL KIRAN CLOTHING LTD.,0.1,,2.4,119632,20140331,28.3,1.9,670.3,11.2,,3799.5,2.6,3723.3,,3.5,14109.0
517.9,12,6822.8,99.6,747.6,,PAGE INDUSTRIES LTD.,13.4,,8.2,168589,20140331,544.4,88.0,1537.8,334.6,,11805.0,6.6,8873.1,,2.2,14109.0
,12,2787.7,4.3,120.2,,ZODIAC CLOTHING CO. LTD.,1.5,5.6,0.0,275551,20140331,114.2,45.3,152.6,30.1,,3428.6,1.3,2884.7,,-1.4,14109.0
635.0,12,780613.0,295.3,10450.6,,LARSEN & TOUBRO LTD.,332.2,,250.6,127106,20140331,-3224.2,163.8,54931.3,-3748.6,1141.5,570066.4,441.9,809644.8,,-244.9,34.0
,12,7101.7,0.9,436.3,,TIMKEN INDIA LTD.,1.5,,1.5,251194,20140331,290.5,5.7,447.5,269.1,,7557.5,14.8,7397.2,,-1.5,34.0
,12,5459.0,31.3,318.3,,BOMBAY BURMAH TRDG. CORPN. LTD.,0.0,,8.9,37410,20140331,152.1,3.2,51.3,92.0,,2815.1,0.0,5210.1,,3.5,34.0
,12,71404.35,20.2,4284.8,,KESORAM INDUSTRIES LTD.,,,54.2,119482,20140331,916.8,86.3,-5155.5,649.8,43.4,54890.8,134.5,70430.5,0.9,26.0,34.0
