sa_advertising,sa_ann_rep_months,sa_avg_total_assets_net_of_reval,sa_building_net_addn_in_yr,sa_cf_net_frm_op_activity,sa_comm_equip_net_addn_in_yr,sa_company_name,sa_computer_it_net_addn_in_yr,sa_elec_install_fitting_net_addn_in_yr,sa_extra_ordi_inc,sa_finance1_cocode,sa_finance1_year,sa_gfa_net_addn_in_yr,sa_net_furn_social_oth_fxd_ast,sa_pat,sa_plant_net_addn_in_yr,sa_rnd_exp,sa_sales,sa_sw_net_addn_in_yr,sa_total_assets,sa_transport_infra_net_addn_in_yr,sa_transport_veh_net_addn_in_yr,nic
1524.8,12,3077001.4,246.9,97098.1,,H D F C BANK LTD.,,,15.1,88297,20120331,6860.3,5375.7,51670.9,,,,1237.7,3379715.1,,,64191.0
102.8,12,663163.25,,17789.4,,YES BANK LTD.,,,,354608,20120331,757.4,757.4,9770.0,,,,,736256.7,,,64191.0
161.5,12,514591.9,-13.4,1875.4,,INDUSIND BANK LTD.,,,5.9,100224,20120331,1115.3,1128.7,8026.1,,,,,576724.8,,,64191.0
65.0,12,62687.5,577.0,6654.0,,TECH MAHINDRA LTD.,64.0,,1.0,136494,20120331,1484.0,156.0,4606.0,218.0,,52430.0,138.0,64441.0,,11.0,62013.0
,12,1728.25,,407.2,,GENESYS INTERNATIONAL CORPN. LTD.,6.5,,,80856,20120331,39.8,14.3,164.5,,,959.9,2.6,1808.5,,16.3,62013.0
2.7,12,74037.25,7.0,4777.9,,ORACLE FINANCIAL SERVICES SOFTWARE LTD.,-43.0,270.5,0.0,97191,20120331,407.0,52.6,10892.3,,,25898.9,,81711.9,,-10.1,62013.0
106.2,12,109188.75,2102.8,21343.4,,H C L TECHNOLOGIES LTD.,1820.4,,28.4,88258,20120630,6166.9,840.5,19503.7,1156.4,1678.1,89072.2,170.9,120610.9,,73.8,62013.0
47.8,12,5651.7,0.5,741.9,,ZENSAR TECHNOLOGIES LTD.,58.8,,0.5,275305,20120331,170.9,17.1,945.5,9.0,0.0,7092.6,64.2,6072.8,,1.0,62013.0
,12,11788.0,,2066.0,,MINDTREE LTD.,94.0,11.0,,146460,20120331,196.0,24.0,2187.0,15.0,,19152.0,,13392.0,,-1.0,62013.0
,12,8820.85,129.4,962.4,,K P I T TECHNOLOGIES LTD.,,,101.1,122948,20120331,640.8,112.2,746.7,80.9,74.0,6128.9,69.4,9535.7,,-4.3,62013.0
3231.0,12,366997.0,673.0,29979.0,,WIPRO LTD.,,,,272724,20120331,10285.0,1083.0,46851.0,5483.0,,318034.0,,389644.0,,-569.0,62013.0
34.2,12,3454.95,0.8,562.5,,TATA ELXSI LTD.,134.6,-1.7,,248092,20120331,287.5,-0.7,339.5,,128.0,5144.6,53.0,3570.7,,3.8,62013.0
3.1,12,8791.75,-2.1,2053.1,,VAKRANGEE LTD.,3140.0,,3.9,261710,20120331,3595.3,458.0,675.0,,,13521.8,,10954.3,,-0.6,62013.0
23.8,12,8873.4,1042.3,1702.8,,N I I T TECHNOLOGIES LTD.,145.2,,,348418,20120331,2000.8,295.8,1131.2,342.0,,8274.6,115.2,9595.9,,47.9,62013.0
0.3,12,12796.15,220.2,1972.1,,HEXAWARE TECHNOLOGIES LTD.,,,0.5,18395,20121231,652.3,188.0,2856.0,179.1,,9177.0,65.2,13188.8,,-0.2,62013.0
40.0,12,326390.0,1950.0,58610.0,,INFOSYS LTD.,-40.0,,,100632,20120331,2390.0,-630.0,84700.0,-660.0,6550.0,312540.0,,361650.0,,20.0,62013.0
6.3,12,1171.85,1.8,110.2,,RAJ TELEVISION NETWORK LTD.,6.1,,,190071,20120331,105.6,0.6,92.1,97.2,,599.5,,1259.8,,-0.1,59122.0
60.8,12,29110.0,219.7,8676.4,,SUN T V NETWORK LTD.,,,6.3,239792,20120331,4114.8,248.0,6946.5,286.5,,17628.4,10.5,29366.7,,-35.3,59122.0
1157.0,12,35947.5,0.0,3578.0,,ZEE ENTERTAINMENT ENTERPRISES LTD.,0.0,,,275062,20120331,,,4897.0,0.0,,22040.0,0.0,35652.0,,0.0,59122.0
248.9,12,18667.5,-13.8,1767.0,,MAHINDRA HOLIDAYS & RESORTS INDIA LTD.,,,0.3,136461,20120331,186.8,32.7,1046.4,64.5,,5738.3,6.2,19749.2,,10.5,55101.0
0.1,12,73.95,,-3.6,,HOTEL RUGBY LTD.,,,,95482,20120331,,,2.6,,,,,84.2,,,55101.0
83.7,12,4262.7,24.8,543.4,,E I H ASSOCIATED HOTELS LTD.,1.6,,21.3,64533,20120331,31.3,2.7,133.6,4.4,,1876.9,0.2,4245.8,,-2.6,55101.0
1.8,12,2268.95,7.2,578.8,,CIMMCO LTD.,0.0,,,47769,20120331,13.7,,41.9,5.2,,2396.3,0.9,3091.9,,0.4,46909.0
,12,837.5,,-12.1,,SPECTACLE VENTURES LTD.,0.0,,,119829,20120331,2.4,,0.6,,,1123.5,0.0,1241.6,,2.4,46909.0
,12,3642.3,0.2,1235.9,,TRIVENI TURBINE LTD.,0.8,,1.6,254594,20120331,135.1,3.7,910.8,103.5,35.9,6653.9,5.0,3668.6,,17.3,46909.0
296.2,12,4630.75,9.2,727.1,,RELAXO FOOTWEARS LTD.,7.7,4.4,,196452,20120331,256.0,30.9,399.1,177.3,3.8,8653.8,5.9,4816.3,,21.2,46909.0
,12,3701.1,29.5,192.9,,SIGNET INDUSTRIES LTD.,,,,227036,20120331,261.9,3.3,39.3,226.7,,5177.0,,4297.2,,2.4,46909.0
,12,1043.45,,203.2,,KANANI INDUSTRIES LTD.,,,,96758,20120331,,,2.0,,,1402.7,,1140.0,,,46909.0
31.3,12,162169.1,0.0,-13182.2,,M M T C LTD.,-3.2,0.0,0.1,132144,20120331,-0.3,-6.8,707.2,10.7,,662887.3,0.0,129290.3,,-1.0,46909.0
,12,8490.15,597.4,208.9,,3M INDIA LTD.,-0.6,,,36277,20120331,1469.9,131.4,647.7,677.9,294.1,14712.3,22.1,9363.5,,34.4,46909.0
,12,31832.7,196.0,-1271.0,,G E POWER INDIA LTD.,,,6.7,12011,20120331,627.1,14.6,1677.5,331.4,,24603.1,29.0,31835.6,,-0.1,46102.0
,12,4420.65,,1540.9,,SKIL INFRASTRUCTURE LTD.,0.3,,,95119,20120331,0.6,0.3,67.1,,,3200.3,,4720.2,,,46102.0
0.2,12,4725.8,-7.4,-110.1,,SUNTECK REALTY LTD.,0.2,,14.4,101293,20120331,15.5,22.4,121.3,,,82.3,0.3,5411.1,,0.0,46102.0
,12,32279.45,392.3,5454.7,,VISA STEEL LTD.,,,5822.1,369474,20120331,610.6,42.1,-1188.5,107.0,,8479.8,11.6,34715.4,,25.2,46102.0
,12,6138.85,15.7,813.7,,DYNAMATIC TECHNOLOGIES LTD.,3.6,12.1,,64150,20120331,474.1,4.7,16.5,336.2,40.0,4978.1,12.9,6981.0,,2.9,30913.0
,12,10232.1,43.4,1090.6,,WHEELS INDIA LTD.,,,8.9,272084,20120331,415.7,9.9,343.5,336.2,70.3,22351.0,13.0,10882.7,,-1.9,30913.0
,12,8947.35,33.2,598.8,,SUNDARAM-CLAYTON LTD.,,,0.7,240069,20120331,41.9,25.1,689.0,-71.8,53.2,10810.0,15.3,9614.7,,31.7,30913.0
,12,49353.5,140.9,6715.0,,BHARAT FORGE LTD.,,25.4,6.3,33750,20120331,2376.9,12.3,3620.7,2169.6,74.2,38594.9,,53837.4,,18.7,30913.0
,12,27587.5,1465.0,4291.0,,MOTHERSON SUMI SYSTEMS LTD.,74.0,,21.0,149616,20120331,5134.0,38.0,3172.0,3180.0,161.0,38880.0,19.0,30318.0,,109.0,30913.0
1242.0,12,75473.0,822.0,8712.0,,BOSCH LTD.,,,13.0,149711,20121231,5830.0,125.0,9583.0,4180.0,1046.0,93201.0,,79370.0,,88.0,30913.0
,12,6024.45,162.7,1554.0,,WABCO INDIA LTD.,,,0.4,374456,20120331,651.1,16.7,1534.0,444.2,86.6,11454.3,5.4,6854.6,,-0.1,30913.0
,12,6528.1,283.8,671.0,,LUMAX INDUSTRIES LTD.,,,,130248,20120331,1097.8,3.9,128.1,710.3,100.7,10776.1,35.9,7219.0,,8.8,30913.0
,12,5453.05,70.9,487.4,,JAMNA AUTO INDS. LTD.,2.7,,,107169,20120331,398.0,3.7,428.4,242.0,7.8,10646.0,14.0,5780.3,,2.0,30913.0
1121.8,12,24204.0,643.1,3572.1,,HAVELLS INDIA LTD.,,41.3,1.3,91512,20120331,1107.1,70.7,3054.3,289.5,83.3,40037.7,17.0,26614.0,,-2.3,28199.0
251.6,12,38578.25,-10.6,-2885.5,,VOLTAS LTD.,,,1243.6,269920,20120331,45.9,18.3,1518.7,17.9,0.0,52055.5,21.8,38444.7,,-1.5,28199.0
257.0,12,130153.5,1015.0,433.0,,SIEMENS LTD.,,,0.0,226821,20120930,5189.0,907.0,3432.0,3170.0,73.0,131604.0,57.0,134127.0,,3.0,28199.0
,12,76337.05,148.6,-502.2,,A B B INDIA LTD.,,,15.6,21420,20121231,1204.9,38.7,1374.1,1023.8,85.6,80263.6,-15.1,85908.8,,-0.1,28199.0
,12,30285.35,574.7,4383.2,,CUMMINS INDIA LTD.,,,0.5,52835,20120331,1405.4,36.4,5912.7,756.4,383.4,44105.3,,31499.9,,1.4,28110.0
95.1,12,11908.95,249.9,1101.3,,GREAVES COTTON LTD.,,,783.2,85647,20120331,863.1,26.7,1854.9,581.1,154.0,19269.4,11.7,12791.7,,0.5,28110.0
,12,2387.0,4.5,498.7,,SWARAJ ENGINES LTD.,,-0.2,1.3,244486,20120331,183.9,0.0,528.2,182.4,18.4,4956.1,0.0,2640.4,,-2.8,28110.0
94.0,12,1790.35,9.4,863.5,,SYMPHONY LTD.,0.7,,0.0,245363,20120630,-15.0,0.2,503.4,-28.7,10.2,2506.3,0.4,2101.1,,3.0,27501.0
234.4,12,25306.2,127.1,2604.2,,BLUE STAR LTD.,1.4,,0.0,37079,20120331,405.3,5.3,-891.5,224.5,163.3,27287.9,37.9,24390.7,,9.1,27501.0
528.2,12,12799.05,13.6,2170.0,,WHIRLPOOL OF INDIA LTD.,,,0.0,272097,20120331,650.0,41.8,1237.3,568.5,367.6,28647.8,,12050.4,,,27501.0
,15,46071.35,-961.8,2521.1,,G E T & D INDIA LTD.,,,149.9,12007,20120331,-1749.5,-123.3,1624.1,-542.3,250.1,44297.3,,42492.1,,-4.4,27104.0
,12,6445.45,1146.5,96.5,,SCHNEIDER ELECTRIC INFRASTRUCTURE LTD.,189.1,,,408877,20120331,2885.8,90.0,397.7,1349.7,,14518.9,,12889.9,,5.6,27104.0
,12,45292.25,77.8,3903.5,,C G POWER & INDL. SOLUTIONS LTD.,,,,52418,20120331,-2639.9,70.8,5048.6,710.2,376.5,69344.7,40.5,46683.7,0.0,-3691.0,27104.0
897.2,12,120295.0,816.3,19081.1,,AMBUJA CEMENTS LTD.,,228.8,293.3,86607,20121231,4813.4,79.4,12970.6,2757.6,0.2,110053.8,,124272.6,3.7,198.2,23942.0
321.2,15,54180.75,303.4,16009.1,,SHREE CEMENT LTD.,,,12.6,222402,20120630,12029.7,89.5,6185.0,9742.4,125.7,66782.7,9.6,58899.8,2.6,19.4,23942.0
1025.8,12,121539.85,1005.2,15770.0,,A C C LTD.,,,61.5,23354,20121231,5734.1,262.5,10611.9,3852.3,65.2,125071.7,37.8,121427.1,43.7,136.4,23942.0
2.3,12,9164.45,,556.4,,RAIN INDUSTRIES LTD.,,,,182265,20121231,-3.1,-3.1,566.4,,,690.9,,8824.9,,,23942.0
142.7,12,23111.0,399.0,5278.9,,CHETTINAD CEMENT CORPN. PVT. LTD.,,,,46286,20120331,7166.5,4.5,1880.0,6541.5,7.2,23461.7,,25443.5,148.3,13.1,23942.0
1277.1,12,216246.9,1415.8,34578.2,,ULTRATECH CEMENT LTD.,,,26.7,125123,20120331,10715.7,285.0,24461.9,6246.8,65.4,206011.2,83.3,230918.8,168.3,42.9,23942.0
,12,27215.5,96.0,1605.0,,BIOCON LTD.,,,0.0,36073,20120331,951.0,32.0,2555.0,775.0,1017.0,16036.0,,28308.0,,-1.0,21009.0
0.8,12,25582.2,360.6,3444.7,,DIVI'S LABORATORIES LTD.,-0.8,,,61957,20120331,2062.9,106.8,5459.6,1592.5,188.6,18627.4,,28048.3,,1.8,21009.0
,12,9643.4,89.1,1254.2,,ALEMBIC PHARMACEUTICALS LTD.,,,9.8,393826,20120331,293.7,53.1,1205.4,124.3,585.8,13802.9,,10633.9,,27.2,21009.0
0.7,12,6796.1,65.2,-189.1,,SHARON BIO-MEDICINE LTD.,2.4,0.2,,219409,20120630,292.0,3.4,416.1,218.3,15.4,7850.6,,7740.1,,2.5,21009.0
723.5,12,19968.7,-0.3,244.6,,PFIZER LTD.,13.8,,1340.0,174726,20120331,3.0,11.7,1846.1,0.4,61.2,10000.4,,16025.0,,-17.9,21002.0
,12,9413.4,12.1,542.6,,MERCK LTD.,-5.7,,,64644,20121231,104.4,19.5,784.0,78.3,53.5,7075.0,0.2,10273.4,,,21002.0
38.1,12,10475.05,197.1,1742.9,,FRESENIUS KABI ONCOLOGY LTD.,13.0,,,347662,20120331,696.2,20.7,509.5,464.6,656.9,5869.9,,10246.6,,0.7,21002.0
,12,33989.1,337.2,8926.7,,WOCKHARDT LTD.,29.7,,2634.5,272854,20120331,1425.8,12.6,1840.0,938.2,446.7,23009.4,18.6,34165.9,,6.5,21002.0
627.5,12,14666.05,19.4,1013.5,,ABBOTT INDIA LTD.,,,2.3,121704,20121231,118.5,41.9,1447.0,5.8,13.2,16708.7,52.5,15593.1,,-1.1,21002.0
,12,24218.2,171.4,3963.7,,TORRENT PHARMACEUTICALS LTD.,,53.9,,252196,20120331,1031.7,46.7,3112.5,675.8,1334.3,20862.6,43.6,25962.9,,-6.6,21002.0
,12,3342.8,38.8,377.3,,ASTRAZENECA PHARMA INDIA LTD.,,,7.3,23709,20120331,109.1,46.1,197.7,20.8,14.4,5588.5,,3524.6,,3.5,21002.0
,12,84548.25,412.6,13391.8,,SUN PHARMACEUTICAL INDS. LTD.,,,18.4,239726,20120331,2736.3,90.1,16991.1,1795.0,1831.9,24882.1,,92885.0,,55.9,21002.0
,12,44382.0,-126.6,2936.3,,GLAXOSMITHKLINE PHARMACEUTICALS LTD.,,,1.8,82150,20121231,3.7,10.9,5772.6,111.4,24.0,27425.2,,58507.1,,9.6,21002.0
,12,42907.5,814.0,3717.0,,CADILA HEALTHCARE LTD.,,,16.0,41246,20120331,2837.0,54.0,6575.0,1849.0,3584.0,27474.0,27.0,49470.0,,75.0,21002.0
59.5,12,5498.6,141.1,388.5,,AJANTA PHARMA LTD.,6.0,,0.8,8893,20120331,610.0,102.2,664.9,179.0,374.1,6123.7,1.8,6188.6,,15.3,21002.0
,12,33007.35,10.8,1946.4,,GLENMARK PHARMACEUTICALS LTD.,,,0.0,82197,20120331,195.3,21.8,2653.0,125.2,759.6,16336.7,34.7,31980.1,,2.4,21002.0
929.3,12,15817.85,96.2,2897.8,,SANOFI INDIA LTD.,5.4,,,25290,20121231,464.4,14.5,1766.6,336.2,23.6,16128.3,0.0,16593.7,,,21002.0
597.0,12,110104.5,1082.0,14030.0,,DR. REDDY'S LABORATORIES LTD.,,440.0,,62987,20120331,4828.0,328.0,9124.0,2983.0,6221.0,67802.0,,117536.0,,-11.0,21002.0
,12,21267.5,615.7,3188.4,,IPCA LABORATORIES LTD.,,,1.3,102576,20120331,2989.3,216.0,2801.7,2016.1,663.4,23848.7,24.4,23349.1,,27.9,21002.0
,12,93037.2,731.3,16450.9,,CIPLA LTD.,,,11.6,47858,20120331,3697.1,202.0,11239.6,2740.0,3064.3,70775.6,,96371.9,,3.3,21002.0
,12,28719.15,14.3,111.3,,STRIDES SHASUN LTD.,,,,237266,20121231,157.1,-9.3,559.9,111.3,107.0,7141.9,35.7,23824.6,,5.1,21002.0
3385.9,12,43576.55,19.5,8804.8,,ASIAN PAINTS LTD.,,,4.0,22859,20120331,482.9,58.5,9583.9,254.4,372.4,91393.1,105.3,48261.4,,9.2,20221.0
1367.3,12,13660.4,201.0,1199.2,,BERGER PAINTS INDIA LTD.,0.0,,1.8,32433,20120331,991.0,13.0,1773.9,738.0,45.3,29134.8,6.0,15126.6,,11.0,20221.0
1051.0,12,19044.0,992.0,1460.0,,AKZO NOBEL INDIA LTD.,6.0,,1.0,96407,20120331,3225.0,277.0,2018.0,1467.0,92.0,21536.0,,22500.0,,30.0,20221.0
1001.2,12,15889.9,691.3,1023.6,,KANSAI NEROLAC PAINTS LTD.,,,15.3,84205,20120331,1733.3,57.6,2158.9,976.0,148.5,30191.5,7.1,17020.1,,1.3,20221.0
,12,2754.85,1.1,150.9,,SHALIMAR PAINTS LTD.,,,,218257,20120331,26.9,20.2,144.6,5.5,17.5,5368.8,0.6,3037.0,,-0.5,20221.0
1132.0,12,22247.0,-247.0,3667.0,,BAYER CROPSCIENCE LTD.,,,31.0,31364,20120331,-820.0,-17.0,1390.0,250.0,147.0,23623.0,3.0,24009.0,,107.0,20219.0
222.9,12,7848.15,39.7,1012.4,,P I INDUSTRIES LTD.,,,315.8,166523,20120331,529.5,3.6,1005.4,325.5,61.2,9996.0,10.5,8742.7,,-1.8,20219.0
159.8,12,5120.1,15.9,720.5,,MONSANTO INDIA LTD.,11.7,,2.6,148911,20120331,40.0,-3.1,501.9,17.2,38.6,3859.9,,5395.7,,-1.2,20219.0
139.5,12,24702.95,70.9,2039.8,,GODREJ INDUSTRIES LTD.,,,,83018,20120331,405.8,6.9,2015.6,313.5,44.6,13650.5,0.5,26766.0,,14.0,20119.0
,12,20331.45,124.8,1816.2,,B A S F INDIA LTD.,,,1.7,26076,20120331,973.1,28.7,1008.6,736.5,,37402.8,0.0,22351.1,,3.1,20119.0
,12,3315.1,94.2,197.6,,VINATI ORGANICS LTD.,1.0,,0.0,267081,20120331,401.1,1.0,548.1,294.7,,4738.5,3.1,4048.3,,4.0,20119.0
955.3,12,21718.15,50.1,3707.6,,PIDILITE INDUSTRIES LTD.,,,0.0,175214,20120331,1003.5,96.5,3345.1,734.2,128.6,29751.9,20.9,23246.2,,-13.2,20119.0
279.6,12,21896.95,13.4,1017.9,,BOMBAY DYEING & MFG. CO. LTD.,,,0.0,37451,20120331,863.9,21.7,-1059.2,0.0,,23566.8,8.7,37247.5,,1.2,20119.0
7.1,12,700.0,,51.6,,GUFIC BIOSCIENCES LTD.,0.5,0.7,0.8,86534,20120331,18.9,1.0,15.3,15.0,,865.3,,759.2,,1.7,20119.0
,12,5734.3,56.4,59.9,,BODAL CHEMICALS LTD.,,,50.0,61622,20120331,210.4,3.4,-283.7,99.0,,6492.8,1.2,5927.5,,-3.0,20119.0
,12,10250.95,925.7,992.4,,RALLIS INDIA LTD.,,,22.4,192276,20120331,1501.6,7.5,1013.9,569.2,89.9,12588.6,-0.8,10591.5,,-12.0,20119.0
,12,2529.45,1.7,39.2,,ZODIAC CLOTHING CO. LTD.,6.8,8.6,8.9,275551,20120331,150.2,59.9,109.8,26.1,,3128.0,11.6,2605.8,,,14109.0
147.5,12,2683.55,29.2,352.7,,KEWAL KIRAN CLOTHING LTD.,-1.5,,1.7,119632,20120331,72.1,-4.4,521.4,45.4,,3265.5,1.9,2843.2,,1.5,14109.0
206.2,12,3583.6,6.1,1225.9,,PAGE INDUSTRIES LTD.,3.1,,,168589,20120331,245.0,40.5,899.9,169.6,,7480.4,21.7,3758.3,,4.0,14109.0
,12,4005.9,-10.7,758.9,,MARAL OVERSEAS LTD.,,,60.5,139826,20120331,-155.2,-26.6,-19.5,-120.8,14.2,5361.7,4.5,3600.1,,-1.6,13131.0
0.6,12,7555.3,16.8,788.9,,SWAN ENERGY LTD.,3.6,,,244387,20120331,51.6,14.5,265.0,14.8,,1416.1,,9122.0,,1.9,13131.0
,12,1465.55,1.0,63.7,,LAKSHMI MILLS CO. LTD.,0.1,0.0,41.1,126400,20120331,6.0,0.3,-131.8,4.7,,1501.8,1.5,2391.5,,-1.6,13131.0
6826.9,12,276009.2,2018.9,60155.9,,I T C LTD.,,,,97066,20120331,13784.9,143.3,61629.6,8961.0,878.4,352208.9,165.4,294368.3,,173.4,12003.0
,12,6828.25,17.6,1506.9,,V S T INDUSTRIES LTD.,,,51.9,260926,20120331,323.0,7.0,1425.1,296.2,37.6,16027.7,0.0,7230.4,,3.7,12003.0
2741.0,12,15162.55,1024.3,2009.7,,GODFREY PHILLIPS INDIA LTD.,26.9,5.9,,82982,20120331,3021.6,42.1,1813.6,1786.0,97.4,33834.2,,16587.0,,-10.0,12003.0
768.6,12,649896.9,3166.1,10815.8,,LARSEN & TOUBRO LTD.,724.3,,132.4,127106,20120331,15646.0,618.4,44559.6,10600.8,781.4,535572.0,183.6,705601.1,,333.9,34.0
,12,1948.85,,-260.3,,NELCO LTD.,,-0.1,26.8,157438,20120930,29.3,10.9,10.9,15.4,,1388.7,4.2,1988.1,,-1.1,34.0
,15,6565.6,0.4,341.0,,TIMKEN INDIA LTD.,2.5,,0.2,251194,20120331,327.8,1.1,806.6,325.3,,8894.5,1.8,6558.0,,-3.3,34.0
121.1,12,105329.4,93.2,7878.0,,GRASIM INDUSTRIES LTD.,,,8.9,85447,20120331,1316.8,48.8,11770.0,1032.2,109.6,53710.9,12.4,110481.0,,28.9,34.0
