sa_advertising,sa_ann_rep_months,sa_avg_total_assets_net_of_reval,sa_building_net_addn_in_yr,sa_cf_net_frm_op_activity,sa_comm_equip_net_addn_in_yr,sa_company_name,sa_computer_it_net_addn_in_yr,sa_elec_install_fitting_net_addn_in_yr,sa_extra_ordi_inc,sa_finance1_cocode,sa_finance1_year,sa_gfa_net_addn_in_yr,sa_net_furn_social_oth_fxd_ast,sa_pat,sa_plant_net_addn_in_yr,sa_rnd_exp,sa_sales,sa_sw_net_addn_in_yr,sa_total_assets,sa_transport_infra_net_addn_in_yr,sa_transport_veh_net_addn_in_yr
9.8,12,4100.95,,775.1,,A K CAPITAL SERVICES LTD.,0.7,,,1317,20120331,3.4,0.2,310.8,,,13.5,,4668.2,,2.5
,12,193.75,,3.2,,S M S TECHSOFT (INDIA) LTD.,,,,1464,20120331,300.0,,0.1,,,6.0,,343.9,,
,12,196.85,,,,A K S CREDITS LTD.,,,,1570,20120331,,,-0.1,,,,,192.5,,
0.1,12,287.65,0.2,23.7,,A K SPINTEX LTD.,,,,1621,20120331,3.9,0.3,7.4,3.8,,312.3,,295.8,,-0.1
1.0,12,2859.95,18.0,81.1,0.5,A N G INDUSTRIES LTD.,1.9,-5.2,4.0,2015,20120331,-106.9,6.5,27.6,-135.3,,1775.1,,3013.9,,6.7
0.1,12,184.55,,38.5,,A N S INDS. LTD.,,,,2080,20120331,3.3,,-1.8,3.4,,34.2,,181.4,,3.0
,12,1392.35,0.2,379.7,,A P M INDUSTRIES LTD.,,,3.5,2248,20120331,19.7,1.5,126.1,16.9,,2595.6,1.2,1966.3,,-0.1
10.2,12,1043.6,2.2,54.2,,SCHNEIDER ELECTRIC PRESIDENT SYSTEMS LTD.,-1.9,,0.6,2384,20120331,16.9,0.6,-57.8,16.6,,1058.5,0.3,978.5,,-0.9
,12,10.4,,-0.7,,A R C FINANCE LTD.,,,,2448,20120331,,,-0.6,,,,,10.0,,
0.1,12,126.3,4.1,3.0,,A R I CONSOLIDATED INVSTS. PVT. LTD.,,,0.2,2513,20120331,11.3,7.4,5.6,-0.2,,,,123.3,,
796.7,12,26618.25,,4736.9,,DISH T V INDIA LTD.,20.0,,,2717,20120331,5746.2,4.4,-1588.5,5716.0,,17372.5,8.9,26358.4,,-3.2
0.3,12,1022.7,0.6,-35.0,,ANIL SPECIAL STEEL INDS. LTD.,,,0.1,2773,20120331,6.0,1.3,29.0,3.6,,1457.7,,1265.4,,0.5
0.8,12,439.45,0.9,13.6,,A S M TECHNOLOGIES LTD.,,1.5,,2842,20120331,-3.4,8.6,72.8,-17.2,,711.4,,480.9,,2.8
0.1,12,235.45,,-13.8,,A T N INTERNATIONAL LTD.,,,,3052,20120331,,,-10.5,,,4.6,,213.3,,
,12,3090.9,,634.8,,A T V PROJECTS INDIA LTD.,0.0,0.0,,3083,20120331,2.0,0.2,11.8,1.4,,363.2,,3375.8,,0.4
,12,65.95,,-36.5,,TAVERNIER RESOURCES LTD.,,,,3149,20120331,,,-1.6,,,37.4,,64.4,,
,12,17.1,-4.2,20.2,-0.1,A V I PHOTOCHEM LTD.,-0.4,-0.9,,3194,20120331,-19.2,-0.7,0.3,-12.4,,2.2,,6.9,,
0.1,12,35.55,,10.6,,A V I POLYMERS LTD.,,,,3196,20120331,,,0.0,,,127.0,,36.3,,
0.2,12,155.0,,1.9,,ZENITH STEEL TUBES & INDS. LTD.,,,,3303,20120331,0.7,,-22.6,0.7,,52.2,,145.9,,
,12,1579.9,0.9,427.9,,A V T NATURAL PRODUCTS LTD.,,,0.1,3335,20120331,42.2,0.9,504.2,21.7,17.1,2285.7,,1811.0,,13.6
0.2,12,496.45,,103.9,,PRISM INFORMATICS LTD.,-0.1,,,3704,20120331,-0.1,,20.3,,,256.2,,561.8,,
,12,209.3,,43.5,,JAINEX AAMCOL LTD.,,,0.5,3737,20120331,69.7,0.1,0.0,69.6,,135.6,,239.5,,0.0
1.4,12,149.2,,-13.3,,AANKIT GRANITES LTD.,0.1,,,3768,20120331,0.1,,-0.2,,,86.1,,155.1,,
0.1,12,647.6,,-102.4,,AAREY DRUGS & PHARMACEUTICALS LTD.,0.1,0.0,,3889,20120331,0.1,,2.8,0.0,,1305.1,,868.5,,0.0
4.7,12,5643.05,74.0,444.3,,AARTI DRUGS LTD.,,,,3990,20120331,935.9,10.9,216.0,479.3,46.3,6991.8,,6126.2,,8.0
25.5,12,14463.55,75.8,1194.5,,AARTI INDUSTRIES LTD.,,,2.1,3998,20120331,951.4,10.5,871.9,824.9,42.1,17848.0,0.0,15696.8,,31.1
4.3,12,6403.45,256.6,473.1,,AARVEE DENIMS & EXPORTS LTD.,0.2,63.8,,4024,20120331,933.8,1.4,140.3,608.8,,6623.1,-0.5,7052.5,,1.3
,12,6.55,,,,AASHEESH SECURITIES LTD.,,,,4053,20120331,,,-0.1,,,,,6.5,,
,12,16.35,,-0.9,,AASWA TRADING & EXPORTS LTD.,,,,4132,20120331,,,0.3,,,24.9,,16.4,,
,12,0.0,,,,ABACUS COMPUTERS LTD.,,,0.0,4210,20120331,,,,,,,,,,
2.7,12,54320.4,,2584.0,,ABAN OFFSHORE LTD.,,,0.0,4253,20120331,1887.6,3.3,-1207.3,1883.8,,6389.1,,51917.6,,0.5
,12,130.4,,-0.5,,ABEE INFO-CONSUMABLES LTD.,,,,4320,20120331,,,-0.7,,,9.9,,138.6,,
,12,39.8,,,,ABHIJIT TRADING CO. LTD.,,,,4483,20120331,,,-0.3,,,,,77.0,,
0.1,12,161.55,,5.7,,ABHINAV CAPITAL SERVICES LTD.,,,,4581,20120331,,,5.0,,,,,170.9,,
,12,65.85,,,,ABHINAV LEASING & FINANCE LTD.,,,,4589,20120331,,,0.2,,,,0.0,65.8,,
1069.9,12,15037.0,233.0,1423.4,,RADICO KHAITAN LTD.,,,0.6,4671,20120331,291.3,1.9,636.6,0.0,,19763.4,21.0,16486.7,,-11.9
,12,3067.25,,523.6,,ABHISHEK CORPORATION LTD.,0.0,,,4680,20120331,-3.5,0.1,-811.4,0.0,,218.1,,2972.4,,-3.6
,12,31433.4,1186.1,4160.6,,TRIDENT LTD.,18.5,,27.1,4709,20120331,7495.8,73.6,-420.0,5230.1,,27712.1,46.8,34278.9,,-13.9
0.1,12,90.45,0.0,2.5,,ABIRAMI FINANCIAL SERVICES (INDIA) LTD.,-0.7,0.1,,4831,20120331,-0.6,,1.4,,,4.0,,83.8,,
5.5,12,2878.45,,10.0,,ACCEL FRONTLINE LTD.,36.9,,,5003,20120331,218.9,8.6,93.9,3.0,,4464.4,-2.6,3218.3,,2.9
0.2,12,2136.4,0.2,-243.4,,ACCURATE TRANSFORMERS LTD.,0.2,0.2,0.4,5206,20120331,8.0,1.3,32.4,-1.7,,2555.6,,2363.6,,7.8
,12,146.1,0.0,5.2,,ACE SOFTWARE EXPORTS LTD.,0.6,,,5284,20120331,3.2,0.2,3.7,,,26.8,1.8,147.7,,0.6
,12,658.6,6.1,14.6,,ACKNIT INDUSTRIES LTD.,0.2,1.1,0.0,5396,20120331,34.6,1.4,14.8,16.4,,905.4,,697.7,,-0.4
127.4,12,9901.45,-14.2,177.5,,PROVOGUE (INDIA) LTD.,-3.4,,,5417,20120331,-0.1,8.6,250.3,20.9,,6090.2,0.0,9339.3,,-12.0
0.2,12,133.0,0.0,4.3,,ACROW INDIA LTD.,,,,5568,20120331,3.1,0.1,-0.7,0.1,,31.6,,133.8,,2.9
18.9,12,571.35,3.6,73.4,,ACRYSIL LTD.,,,3.2,5574,20120331,34.6,5.1,39.4,24.0,1.1,620.7,0.6,580.9,,1.3
0.1,12,253.85,4.5,-1.8,,ACTION FINANCIAL SERVICES (INDIA) LTD.,0.0,,,5596,20120331,4.5,,1.4,,,0.1,0.0,251.6,,
,12,1100.4,,-155.4,,AD-MANUM FINANCE LTD.,,,0.1,5695,20120331,0.0,1.9,51.5,0.0,,14.1,,1262.3,,-1.9
,12,129325.6,96.1,2015.9,,ADANI ENTERPRISES LTD.,41.8,13.3,525.0,5747,20120331,6566.5,55.9,3617.2,6325.5,,52748.5,26.6,142148.9,,17.3
,12,310098.6,561.2,5407.8,,ADANI POWER LTD.,82.1,,28.6,5757,20120331,74460.0,69.7,-2939.2,72992.7,,39512.7,12.0,361185.0,,21.9
0.2,12,2418.05,0.0,284.6,,VIKAS GRANARIES LTD.,,,,5802,20120331,854.6,,51.3,851.5,,1148.8,,2742.9,,0.0
,12,61.6,,14.7,,ADARSH MERCANTILE LTD.,,,,5838,20120331,,,0.4,,,,,68.0,,
,12,85.65,-9.3,-5.1,,ADARSH PLANT PROTECT LTD.,0.0,,14.5,5843,20120331,-17.0,,-6.3,0.1,,52.1,,74.1,,
,12,33.25,,16.3,,ADCON CAPITAL SERVICES LTD.,,,,5888,20120331,,,0.2,,,,,33.4,,
0.0,12,244.1,0.0,62.9,,ADDI INDUSTRIES LTD.,0.0,0.0,0.0,5921,20120331,-20.6,,-25.9,-20.6,,126.2,,184.9,,0.0
,12,259.95,,-18.8,,ACIL COTTON INDS. LTD.,,,,5994,20120331,,,0.0,,,98.6,,268.1,,
,12,59.7,,-0.6,,ADHARSHILA CAPITAL SERVICES LTD.,,,,6011,20120331,,,-0.5,,,,,59.4,,
0.1,15,428.9,,-13.7,,ADHBHUT INFRASTRUCTURE LTD.,,,,6016,20120630,,,8.5,,,23.5,,504.3,,
,12,5.0,,-1.0,,ADI RASAYAN LTD.,,,,6097,20120331,,,-1.3,,,2.5,,3.2,,
,12,67.65,,9.1,,ADINATH EXIM RESOURCES LTD.,,,,6136,20120331,,,1.4,,,,,68.3,,
0.0,12,64.7,-0.4,-5.7,,ADINATH TEXTILES LTD.,,,,6166,20120331,-0.4,,7.2,-0.1,,50.3,,62.7,,0.1
,12,33.3,,,,BLUE CLOUD SOFTECH SOLUTIONS LTD.,,,,6226,20120331,,,1.3,,,16.1,,33.2,,
,12,14.7,,0.0,,ADITYA ELECTRO COMMUNICATIONS LTD.,,,,6318,20120331,,,-0.1,,,0.2,,14.7,,
,12,169.9,0.0,19.4,,ADITYA FORGE LTD.,0.0,1.5,,6342,20120331,6.4,0.1,4.6,4.8,,271.2,,174.3,,
,12,0.3,,-0.2,,ARIS INTERNATIONAL LTD.,,,0.0,6347,20120331,,,0.0,,,,,0.2,,
,12,131.6,0.1,4.8,,ADITYA ISPAT LTD.,,,,6348,20120331,1.4,,2.2,0.2,,181.5,,135.1,,1.1
,12,365.9,,,,ADITYA INTERNATIONAL LTD.,,,,6364,20120331,,,0.5,,,43.7,,378.2,,
,12,305.0,,19.1,,NITIN CASTINGS LTD.,,,,6374,20120331,2.0,,14.2,1.2,,380.5,,306.4,,0.8
,12,38.15,0.0,-0.1,,ADITYA MILLS LTD.,,,0.0,6385,20120331,,,-3.0,,,,,44.9,,
0.0,12,143.15,,29.2,,ADITYA SPINNERS LTD.,,,,6431,20120331,27.7,0.1,1.3,27.6,,355.9,,145.7,,
137.4,18,21498.5,-29.9,-55.7,,RELIANCE MEDIAWORKS LTD.,,,,6484,20120930,41.6,-6.7,-7035.6,23.5,,8509.5,58.0,21498.5,,-3.3
,12,951.1,47.9,115.3,,ADOR FONTECH LTD.,2.9,1.7,,6584,20120331,73.1,3.1,188.3,14.3,,1652.8,,1033.8,,-1.3
0.1,12,67.9,0.0,1.6,,ADOR MULTIPRODUCTS LTD.,,,1.5,6585,20120331,1.2,0.2,0.4,,,119.7,,67.7,,
,12,,,,,ADVANCE BIO-COAL (INDIA) LTD.,,,,6697,20120331,,,,,,,,97.6,,
,12,99.6,,0.9,,ADVANCE MULTITECH LTD.,,,,6767,20120331,,,0.6,,,68.0,,100.5,,
0.2,12,49.0,,1.8,,ADVANCE PETROCHEMICALS LTD.,0.0,,0.1,6773,20120331,0.9,,1.0,0.0,,89.6,,52.2,,0.9
0.0,12,,0.0,,,ADVANCE SYNTEX LTD.,,,,6793,20120331,,,2.9,0.0,,231.2,,184.9,,
,12,1716.8,0.0,253.7,,ADVANCED ENZYME TECHNOLOGIES LTD.,-4.8,,,6819,20120331,19.8,1.6,207.6,16.5,64.5,1193.4,0.0,1920.9,,0.3
0.8,12,617.1,,50.8,,ADVANCED MICRONIC DEVICES LTD.,,0.3,,6871,20120331,32.0,31.4,5.9,1.9,,595.7,,643.6,,-1.6
10.4,12,555.55,52.3,80.2,,ADVANI HOTELS & RESORTS (INDIA) LTD.,,,,6916,20120331,72.6,12.1,22.4,8.5,,366.4,0.4,590.8,,-0.7
17.0,12,2221.05,4.4,283.8,,ADOR WELDING LTD.,,3.2,,6923,20120331,83.3,-1.1,209.2,78.7,25.4,3727.9,0.5,2337.9,,-2.3
0.1,12,9551.95,0.9,522.0,,ADVANTA LTD. [MERGED],,,0.2,6926,20121231,149.5,4.1,29.4,38.1,14.0,959.9,,8962.6,,2.3
,12,169.95,,0.0,,ADVENT COMPUTER SERVICES LTD.,,,,6953,20120331,0.1,0.1,-1.6,,,1.9,,169.8,,
0.4,12,245.5,0.5,-16.1,,ADVIK LABORATORIES LTD.,,,,7002,20120331,4.6,,0.0,4.1,,198.9,,240.8,,0.0
2.6,12,4254.85,1.4,351.1,,AEGIS LOGISTICS LTD.,,,,7068,20120331,66.4,10.2,410.6,46.5,,2835.0,8.2,4586.5,,0.1
,12,901.95,3.3,176.9,,LUDLOW JUTE & SPECIALITIES LTD.,,,2.1,7077,20120331,41.1,0.9,49.0,35.1,,2835.1,,839.4,,1.8
0.1,12,921.8,0.0,-5.5,,AEONIAN INVESTMENTS CO. LTD.,,0.0,0.0,7091,20120331,,,37.5,,,,,930.1,,
,12,6467.8,,1304.3,,AFTEK LTD.,-15.5,,63.4,7294,20120331,18.5,-1.5,122.1,-1.6,,1212.4,-0.4,6498.1,,
,12,175.9,,-7.0,,WAGEND INFRA VENTURE LTD.,,,,7447,20120331,,,10.0,,,257.2,,233.1,,0.0
,12,4670.45,11.1,293.9,,SHIRPUR GOLD REFINERY LTD.,0.7,0.3,,7633,20120331,16.9,1.5,-141.6,3.3,,25546.9,,5761.1,,
0.1,12,,,,,AGRI-TECH (INDIA) LTD.,,,180.8,8083,20120331,,,175.7,0.0,,2.5,,322.3,,
16.1,12,534.5,9.4,4.5,,AGRIMAS CHEMICALS LTD.,0.5,,,8122,20120331,17.2,1.1,15.2,0.2,,1212.5,,502.7,,5.9
,12,11.25,,,,AGRO CHEM PUNJAB LTD.,,,,8150,20120331,,,-0.1,,,,,11.2,,
,12,5497.55,,1662.5,0.1,AGRO DUTCH INDS. LTD.,0.4,,12.1,8153,20120331,16.1,,-479.4,20.3,,1782.6,,5434.1,,-4.7
330.7,12,2857.4,37.6,275.3,,AGRO TECH FOODS LTD.,,,,8183,20120331,140.8,6.6,361.4,86.5,27.5,7027.2,0.0,2886.9,,-4.0
0.3,12,852.45,3.7,120.2,,AHLCON PARENTERALS (INDIA) LTD.,,,,8306,20120331,28.1,2.5,50.0,12.0,5.3,866.3,0.2,865.8,,9.7
0.9,12,10990.85,6.6,-158.6,,AHLUWALIA CONTRACTS (INDIA) LTD.,5.5,,0.6,8312,20120331,13.4,2.3,-406.3,0.0,,13640.5,1.0,11105.8,,0.0
,12,745.75,,-956.4,,ADVANCE LIFESTYLES LTD.,0.0,,,8336,20120331,0.1,,-3.7,0.1,,11.2,,1239.2,,
,12,8.3,,2.4,,EXCEL CASTRONICS LTD.,,,0.0,8360,20120331,,,-5.0,,,,,5.8,,
0.2,12,274.25,0.0,-9.0,,AHMEDABAD STEELCRAFT LTD.,0.0,,0.0,8378,20120331,,,25.2,,,24.9,,262.1,,0.0
0.1,12,16174.25,31.4,2532.5,,METALYST FORGINGS LTD.,3.3,,,8392,20120630,958.3,7.5,1208.7,909.8,,12140.4,,17785.0,,-0.6
,12,27.3,,,,AHURA WELDING ELECTRODE MFRS. LTD.,,,,8468,20120331,,,-0.1,,,,,27.3,,
5.2,18,970.2,0.5,62.1,,AIMCO PESTICIDES LTD.,0.1,,20.0,8523,20120930,4.2,0.7,-86.4,3.9,1.8,1995.3,,970.2,,-1.0
,12,186.6,39.4,,0.1,AIRAN LTD.,0.6,,1.7,8628,20120331,43.5,0.6,6.2,,,99.3,,194.2,,2.8
,15,0.1,,,,AIRCOMMAND AIRTECHNICS LTD.,,,,8645,20120331,,,,,,,,0.1,,
,12,1.5,,,,AIRCOMMAND INDIA LTD.,,,,8646,20120331,,,,,,,,1.5,,
59.5,12,5498.6,141.1,388.5,,AJANTA PHARMA LTD.,6.0,,0.8,8893,20120331,610.0,102.2,664.9,179.0,374.1,6123.7,1.8,6188.6,,15.3
0.2,12,572.25,,38.1,,AJANTA SOYA LTD.,,0.0,,8909,20120331,1.4,0.4,2.1,1.0,,3696.8,,606.5,,0.0
8.8,12,203.0,,5.2,,AJCON GLOBAL SERVICES LTD.,-1.4,0.0,,9167,20120331,-1.2,0.2,10.1,,,75.3,,202.9,,0.0
1.8,12,109.8,,5.8,,AJWA FUN WORLD & RESORT LTD.,,,,9335,20120331,2.8,0.5,3.7,0.0,,36.4,,109.1,,2.3
,12,598.8,,-3.3,,AFLOAT TEXTILE (INDIA) LTD.,,,,9356,20120331,,,-0.2,,,,,598.8,,
2.4,12,4632.45,447.8,613.0,,OPTIEMUS INFRACOM LTD.,2.2,,0.2,9395,20120331,1278.2,0.7,281.3,0.7,,18568.6,,5479.3,,9.2
,12,1042.6,2.0,42.1,,AKAR TOOLS LTD.,,,,9431,20120331,29.3,0.6,22.3,26.7,,1544.5,,1110.5,,0.0
15.9,12,188.95,,,,AKASH AGRO INDS. LTD.,,,,9457,20120331,64.5,1.1,16.7,52.9,,2979.3,,228.9,,4.7
,12,,,,,AKASH INFRA-PROJECTS LTD.,,,,9505,20120331,65.3,65.3,21.2,,,,,549.2,,
,12,3.3,,,,AKASHDEEP METAL INDS. LTD.,,,,9553,20120331,,,0.0,,,,,3.3,,
,12,22978.9,,2833.4,,CORE EDUCATION & TECHNOLOGIES LTD.,2607.9,15.0,,9681,20120331,4864.8,1033.5,1880.7,,,8784.0,81.7,27022.9,,0.6
60.2,12,39370.2,80.6,867.3,,HUBTOWN LTD.,-25.7,,0.1,9780,20120331,27.9,-22.7,398.5,-8.2,,1208.8,5.3,44351.0,0.0,-1.4
,12,4564.4,0.0,567.4,0.0,AKSH OPTIFIBRE LTD.,15.2,51.2,0.0,9793,20120331,932.9,39.2,106.9,819.7,,1881.7,5.5,4879.1,,2.1
,12,,,-0.7,,ALACRITY HOUSING LTD.,,,,10133,20120331,,,-1.7,,,4.4,,42.9,,
,12,411.35,,133.3,,ALACRITY SECURITIES LTD.,,,,10135,20120331,,,1.0,,,,,330.6,,0.0
,12,6.55,,0.0,,SAI JEEVADHARA FINANCE LTD.,,,,10158,20120331,,,-0.1,,,,,6.6,,
,12,10.15,,0.0,,ALAN SCOTT INDS. LTD.,,,,10220,20120331,,,-5.2,,,,,6.4,,
,12,52.9,,0.0,,ALANG INDUSTRIAL GASES LTD.,,,,10229,20120331,,,8.1,,,,,46.4,,
,12,70.9,,,,ALANG MARINE LTD.,,,,10231,20120331,,,0.3,,,35.3,,62.7,,
101.7,12,2029.55,4.9,108.9,,ALBERT DAVID LTD.,0.9,,0.2,10376,20120331,47.8,2.7,76.3,35.1,13.0,2355.3,0.0,2056.8,0.0,4.2
40.6,12,2079.0,1.7,-120.7,,SHRENO LTD.,,,0.1,10564,20120331,75.2,0.8,-42.0,60.9,0.2,1359.6,,2367.1,,1.2
,12,3755.75,18.7,-590.7,,ALEMBIC LTD.,,,0.2,10566,20120331,35.2,2.9,-122.0,15.5,18.5,1311.9,,4328.0,,-1.9
,12,308.4,,15.0,,ALFA ICA (INDIA) LTD.,,0.0,0.0,10674,20120331,2.2,,2.0,2.0,,470.0,,311.9,,0.2
,12,9854.85,45.0,996.8,,ALFA LAVAL (INDIA) LTD.,,,73.9,10678,20121231,878.2,65.7,1149.9,354.0,,10969.3,,9933.3,,-4.6
0.4,12,442.15,0.5,22.5,,ALFA TRANSFORMERS LTD.,-0.4,,0.0,10714,20120331,10.6,,-22.9,10.5,0.3,206.4,,448.4,,0.0
,12,115.15,,10.3,,ALFAVISION OVERSEAS (INDIA) LTD.,0.0,,,10735,20120331,,,0.7,0.0,,57.3,,102.9,,0.0
,12,270.05,,11.4,,ALFRED HERBERT (INDIA) LTD.,,,0.0,10752,20120331,,,9.1,,,6.6,,279.6,,
,12,198.5,,,,ALKA DIAMOND INDS. LTD.,,,,10853,20120331,,,1.4,,,20.5,,177.5,,
,12,185.3,,,,ALKA SECURITIES LTD.,,,,10866,20120331,,,-3.1,,,,,186.5,,
,12,464.65,,-17.8,,ALKA INDIA LTD.,,,,10867,20120930,1.1,1.1,-28.9,,,9.3,,445.3,,0.0
,12,1100.1,28.6,80.0,,ALKALI METALS LTD.,,,,10872,20120331,150.0,3.1,-163.5,111.5,20.2,621.4,,1031.2,,0.5
1573.2,12,29060.25,267.0,1069.4,,ALKEM LABORATORIES LTD.,,,3.9,10884,20120331,1406.6,43.0,4254.8,952.6,696.4,20103.3,9.3,31948.4,,8.1
,12,2802.2,27.6,356.3,,ALKYL AMINES CHEMICALS LTD.,,10.5,0.5,10903,20120331,333.1,2.5,171.6,290.9,20.8,3083.5,,2934.6,,0.7
273.5,12,1662622.1,296.4,124711.4,,ALLAHABAD BANK,,,1.0,11019,20120331,1013.9,686.7,18667.9,,,,30.8,1829576.1,,
,15,17917.45,445.1,2616.1,,ALLCARGO LOGISTICS LTD.,-8.2,,12.0,11063,20120331,3841.7,69.9,1840.6,43.1,,10934.6,3.3,20677.2,,2989.0
0.1,12,571.95,,111.1,,AVONMORE CAPITAL & MGMT. SERVICES LTD.,,,,11259,20120331,-0.3,-1.3,-14.1,,,,,514.0,,
,12,1751.75,,-76.7,,ALMONDZ GLOBAL SECURITIES LTD.,-0.6,,,11262,20120331,-2.6,-10.8,-36.9,,,177.4,0.0,1697.3,,-1.0
,12,558.85,,-50.2,,RAP MEDIA LTD.,,,6.0,11284,20120331,-16.4,,5.4,,,18.1,,567.4,,
12.2,12,8351.0,157.4,467.2,,ALLIED DIGITAL SERVICES LTD.,225.1,,,11303,20120331,751.3,64.6,59.0,,,4059.2,0.0,8404.1,,0.0
,12,1499.15,,-93.1,,ALLSEC TECHNOLOGIES LTD.,36.3,,,11443,20120331,73.9,0.2,-147.0,,,1256.9,44.6,1396.0,,0.6
,12,870.6,,5.1,,ALLSOFT CORPORATION LTD.,,0.4,,11445,20120331,0.4,,0.6,0.0,,1013.6,,840.9,,
,12,16.15,,-0.8,,ALNA TRADING & EXPORTS LTD.,,,,11554,20120331,,,0.2,,,9.3,,16.2,,
,12,163155.75,3241.0,-1153.9,,ALOK INDUSTRIES LTD.,29.6,,220.5,11599,20120331,19121.8,69.9,3805.3,15550.4,,92669.8,34.0,183341.8,,20.9
,12,4.35,,0.1,,ALORA TRADING CO. LTD.,,,,11654,20120331,,,0.0,,,,,3.9,,
,12,22.2,,,,AL AMEEN INTL. LTD.,,,,11659,20120331,-0.2,,0.0,-0.2,,4.4,,27.3,,
,12,1300.85,,-10.4,,ALPA LABORATORIES LTD.,,,,11664,20120331,-11.5,1.8,5.3,1.3,,571.1,,1304.2,,
,12,148.15,,-116.4,,ALPHA GRAPHIC INDIA LTD.,,,,11760,20120331,,,0.1,,,,,241.1,,
,12,57.85,,-0.7,,ALPHA HI-TECH FUEL LTD.,,,,11764,20120331,,,-2.3,,,,,56.7,,
0.3,12,566.2,,106.4,,ALPHAGEO (INDIA) LTD.,0.0,,1.5,11853,20120331,-29.1,0.8,-50.9,-27.3,,252.3,0.0,543.3,,-2.6
,12,30.35,,,,ALPINE CAPITAL SERVICES LTD.,,,,11885,20120331,,,0.3,,,,,30.5,,
1.8,12,1216.7,,-110.9,,ALPINE HOUSING DEVP. CORPN. LTD.,1.4,0.1,0.9,11905,20120331,0.4,0.1,8.8,0.3,,186.5,,1316.4,,-1.5
2.7,12,12063.2,18.1,507.9,,ALPS INDUSTRIES LTD.,0.8,,,11955,20120331,64.3,1.9,-2775.0,34.0,,6710.5,1.9,10951.5,,-1.0
,12,35.6,,-5.3,,ALPS MOTOR FINANCE LTD.,,,,11961,20120331,,,0.0,,,,,39.0,,
,12,2.7,,0.0,,ALSA MARINE & HARVESTS LTD.,,,,11990,20120331,,,-0.1,,,,,2.7,,
,15,46071.35,-961.8,2521.1,,G E T & D INDIA LTD.,,,149.9,12007,20120331,-1749.5,-123.3,1624.1,-542.3,250.1,44297.3,,42492.1,,-4.4
,12,31832.7,196.0,-1271.0,,G E POWER INDIA LTD.,,,6.7,12011,20120331,627.1,14.6,1677.5,331.4,,24603.1,29.0,31835.6,,-0.1
,12,161.0,,17.7,,ALUFLUORIDE LTD.,,,,12108,20120331,3.5,0.1,13.3,3.4,,288.7,,168.6,,
,12,161.5,,-8.9,,ALUMINIUM INDUSTRIES LTD.,0.2,,,12131,20120331,0.5,0.3,-184.6,,2.0,110.8,,170.8,,
