sa_advertising,sa_ann_rep_months,sa_avg_total_assets_net_of_reval,sa_building_net_addn_in_yr,sa_cf_net_frm_op_activity,sa_comm_equip_net_addn_in_yr,sa_company_name,sa_computer_it_net_addn_in_yr,sa_elec_install_fitting_net_addn_in_yr,sa_extra_ordi_inc,sa_finance1_cocode,sa_finance1_year,sa_gfa_net_addn_in_yr,sa_net_furn_social_oth_fxd_ast,sa_pat,sa_plant_net_addn_in_yr,sa_rnd_exp,sa_sales,sa_sw_net_addn_in_yr,sa_total_assets,sa_transport_infra_net_addn_in_yr,sa_transport_veh_net_addn_in_yr
0.1,12,105.4,,-12.0,,A D S DIAGNOSTIC LTD.,0.1,,,830,20160331,-60.3,,3.1,-61.0,,116.7,,140.7,,0.6
0.1,12,44.25,,-3.0,,A F ENTERPRISES LTD.,,,,912,20160331,,,0.3,,,180.7,,31.5,,
2.8,12,21999.35,686.1,2793.1,,A I A ENGINEERING LTD.,,,8.4,1120,20160331,1798.5,167.9,5898.8,929.0,,19152.0,10.6,23753.5,,-1.1
33.7,12,1972.5,2.3,75.2,,A INFRASTRUCTURE LTD.,0.2,0.2,0.1,1144,20160331,6.1,2.3,0.3,-0.2,,2144.2,,2041.4,0.4,0.6
4.1,12,5556.25,1.3,196.6,,A K CAPITAL SERVICES LTD.,,,,1317,20160331,8.5,0.2,185.8,,,28.0,0.3,5594.1,,6.7
0.1,12,336.15,,,,A K SPINTEX LTD.,,,0.8,1621,20160331,14.7,0.2,19.3,13.9,,524.2,,323.8,,0.6
,12,,1.6,238.7,,A N G INDUSTRIES LTD.,0.3,,,2015,20160331,68.7,7.1,-80.7,50.4,,1628.8,,2828.2,,9.3
,12,1785.4,10.4,229.6,,A P M INDUSTRIES LTD.,,,4.6,2248,20160331,33.9,3.0,200.9,19.2,,2647.9,,2529.2,,1.3
9.1,12,1366.65,2.9,44.0,,SCHNEIDER ELECTRIC PRESIDENT SYSTEMS LTD.,1.4,,,2384,20160331,55.1,2.8,63.9,48.0,,2157.0,,1364.3,,
0.1,12,510.95,,-45.0,,A R C FINANCE LTD.,,,,2448,20160331,,,2.7,,,,,513.5,,
726.5,12,24558.4,,-1018.1,,DISH T V INDIA LTD.,-10.1,,35.8,2717,20160331,-41638.1,6.3,4199.2,-41644.3,,22275.5,1.9,17538.9,,8.1
3.0,12,915.2,,-2.5,,A S M TECHNOLOGIES LTD.,,,224.5,2842,20160331,0.2,0.2,135.2,0.0,,630.5,,941.7,,
0.1,12,171.15,,-0.2,,A T N INTERNATIONAL LTD.,,,,3052,20160331,0.1,,-4.6,,,0.4,0.1,172.1,,
,12,3414.45,,108.3,,A T V PROJECTS INDIA LTD.,0.2,-114.7,,3083,20160331,-89.1,-3.3,69.9,33.5,,779.4,,3537.3,,-4.8
,12,94.55,,-53.0,,TAVERNIER RESOURCES LTD.,,,,3149,20160331,,,7.3,,,3.8,,106.6,,
0.1,12,19.4,,1.8,,A V I PHOTOCHEM LTD.,0.1,0.1,,3194,20160331,1.2,0.4,2.7,,,17.8,0.1,18.6,,0.5
0.1,12,33.35,,-5.2,,A V I POLYMERS LTD.,,,,3196,20160331,,,0.1,,,42.3,,33.0,,
1.4,12,2424.6,2.2,379.7,,A V T NATURAL PRODUCTS LTD.,,,0.2,3335,20160331,100.9,-0.9,232.6,105.5,33.9,2631.1,,2475.2,,-5.9
,12,183.75,-3.7,22.3,,JAINEX AAMCOL LTD.,,,,3737,20160331,-6.4,,-4.0,2.4,,130.2,0.1,178.2,,
0.1,12,1199.7,,22.3,,AAREY DRUGS & PHARMACEUTICALS LTD.,0.1,,,3889,20160331,25.8,0.1,12.9,24.5,,2462.1,,1249.9,,1.1
11.9,12,10108.2,76.8,1252.8,,AARTI DRUGS LTD.,,,34.9,3990,20160331,256.5,7.5,662.9,479.6,38.8,11661.0,,10547.1,,1.4
46.9,12,29575.9,356.3,5497.7,,AARTI INDUSTRIES LTD.,,,5.4,3998,20160331,3261.7,31.0,2523.4,2830.9,103.6,29525.3,,30955.3,,19.5
51.7,12,7972.6,47.3,749.3,,AARVEE DENIMS & EXPORTS LTD.,0.9,4.6,0.3,4024,20160331,197.4,6.6,70.3,136.6,,8413.5,,8234.9,,1.4
,12,15.8,,13.4,,AASWA TRADING & EXPORTS LTD.,,,,4132,20160331,,,-0.9,,,48.6,,14.9,,
,12,1.1,,,,ABACUS COMPUTERS LTD.,,,,4210,20160331,,,0.0,,,0.3,,1.1,,
2.6,12,48099.8,3.1,3459.0,,ABAN OFFSHORE LTD.,,,19.7,4253,20160331,524.6,1.9,3677.6,492.6,,10151.3,,48954.9,,27.0
0.1,12,84.5,,79.9,,ABHIJIT TRADING CO. LTD.,,,,4483,20160331,,,1.1,,,,,83.9,,
,12,222.15,,21.1,,ABHINAV CAPITAL SERVICES LTD.,,,,4581,20160331,,,22.9,,,,,262.6,,
,12,109.65,,19.7,,ABHINAV LEASING & FINANCE LTD.,,,,4589,20160331,,,0.0,,,,,100.4,,
1159.6,12,21306.8,43.3,270.1,,RADICO KHAITAN LTD.,,,1.2,4671,20160331,422.0,3.1,768.9,369.0,,35937.6,2.9,21692.6,,2.1
,12,2832.5,0.2,761.5,,ABHISHEK CORPORATION LTD.,,,,4680,20160331,0.9,,-948.9,0.7,,64.8,,2690.6,,
157.7,12,53344.05,2101.3,5292.4,,TRIDENT LTD.,73.5,,19.2,4709,20160331,12945.1,39.2,2284.5,10133.4,,38188.8,387.6,59310.1,,0.5
,12,89.3,0.2,4.5,,ABIRAMI FINANCIAL SERVICES (INDIA) LTD.,,-0.2,,4831,20160331,0.1,0.1,3.0,,,1.2,,87.7,,
,12,3265.7,,37.4,,ACCEL FRONTLINE LTD.,-103.1,,,5003,20160331,-113.2,1.1,-1375.9,-8.4,,3235.8,3.1,2722.6,,-5.9
1.1,12,173.3,23.0,16.6,,ACE SOFTWARE EXPORTS LTD.,0.4,,,5284,20160331,23.9,0.3,11.5,,,81.1,0.2,178.3,,
,12,1084.45,12.0,38.1,,ACKNIT INDUSTRIES LTD.,,4.1,0.2,5396,20160331,61.2,3.4,30.3,28.7,,1619.7,,1121.1,,1.4
16.5,12,7285.3,,-23.4,,PROVOGUE (INDIA) LTD.,-21.8,,1.7,5417,20160331,-229.3,-179.3,-1956.7,-26.9,,4211.2,,6255.8,,-1.3
0.7,12,183.6,-7.1,-73.9,,ACROW INDIA LTD.,,,175.7,5568,20160331,-3.7,0.1,121.9,,,,,234.2,,3.3
78.8,12,1449.7,31.1,13.8,,ACRYSIL LTD.,,,2.2,5574,20160331,83.0,13.4,70.5,38.6,0.9,1416.4,,1663.7,,-0.1
0.1,12,362.6,,2.7,,ACTION FINANCIAL SERVICES (INDIA) LTD.,0.3,,,5596,20160331,1.2,,0.0,,,0.3,,365.2,,
,12,929.15,,162.9,,AD-MANUM FINANCE LTD.,,0.3,,5695,20160331,0.2,0.0,2.5,,,11.9,0.2,872.5,,-0.3
,12,186939.85,198.6,-7042.3,,ADANI ENTERPRISES LTD.,49.3,4.8,16.3,5747,20160331,611.6,58.1,5201.1,36.4,,81472.5,105.2,146196.5,,-3.2
,12,426808.25,44.0,15795.9,,ADANI POWER LTD.,46.4,,,5757,20160331,1699.6,86.1,56.2,1520.6,,127069.9,5.2,448555.0,,-2.7
0.2,12,3019.8,,-8.0,,VIKAS GRANARIES LTD.,,,,5802,20160331,,,-90.1,,,1162.3,,3329.3,,
,12,76.2,,4.8,,ADARSH PLANT PROTECT LTD.,0.1,,,5843,20160331,0.4,0.1,0.3,,,108.9,,73.6,,0.2
,12,33.8,,-0.6,,ADCON CAPITAL SERVICES LTD.,,,,5888,20160331,,,-0.5,,,,,33.1,,
,12,205.6,,16.1,,ADDI INDUSTRIES LTD.,-0.7,,9.3,5921,20160331,-17.6,-0.1,6.4,-16.8,,1.7,,208.8,,
0.1,12,61.8,,,,ADHARSHILA CAPITAL SERVICES LTD.,,,,6011,20160331,,,-0.9,,,0.5,,61.3,,
,9,567.8,,-18.3,,ADHBHUT INFRASTRUCTURE LTD.,,,,6016,20160331,,,-3.3,,,8.3,,556.1,,
0.1,12,0.6,,1.1,,ADI RASAYAN LTD.,,,1.2,6097,20160331,,,1.0,,,0.9,,0.7,,
,12,73.2,,3.5,,ADINATH EXIM RESOURCES LTD.,,,,6136,20160331,,,-0.6,,,,,72.3,,
0.1,12,44.85,,6.7,,ADINATH TEXTILES LTD.,,,,6166,20160331,,,2.5,,,13.0,,44.8,,
,12,31.75,,0.6,,BLUE CLOUD SOFTECH SOLUTIONS LTD.,0.4,,,6226,20160331,0.6,0.2,0.4,,,9.6,,32.0,,
,12,80.35,,2.3,,ADITYA FORGE LTD.,,,0.3,6342,20160331,0.0,,-18.9,0.0,,78.7,,78.6,,
,12,9.2,,0.0,,ARIS INTERNATIONAL LTD.,,,,6347,20160331,,,-0.5,,,0.9,,9.8,,
,12,206.35,0.5,-2.0,,ADITYA ISPAT LTD.,,0.1,,6348,20160331,5.9,,3.2,5.3,,315.0,,218.0,,
,12,661.9,,-84.6,,ADITYA INTERNATIONAL LTD.,,,,6364,20160331,,,0.5,,,482.8,,711.0,,
,12,475.45,,10.7,,NITIN CASTINGS LTD.,,,,6374,20160331,0.0,,0.3,0.8,,714.5,,615.5,,-0.8
,12,66.85,,-8.9,,ADITYA MILLS LTD.,,,,6385,20160331,,,21.6,,,8.6,,77.6,,
,12,229.6,1.5,25.4,,ADITYA SPINNERS LTD.,,,,6431,20160331,58.5,0.3,12.6,56.7,,474.7,,342.6,,
6.9,12,311.55,,41.6,,ADITYA VISION LTD.,2.8,,,6456,20160331,7.0,2.3,11.7,,,2404.7,,342.6,,1.9
33.1,12,15253.8,-4362.6,-57.8,,RELIANCE MEDIAWORKS LTD.,,,4138.8,6484,20160331,-9874.8,-796.8,-1971.3,-4563.4,,2153.3,-126.0,11791.5,,-16.3
,12,1310.05,1.9,69.2,,ADOR FONTECH LTD.,-2.2,,0.1,6584,20160331,31.3,0.5,103.7,31.1,,1513.1,,1330.5,,
0.1,12,66.55,,-2.6,,ADOR MULTIPRODUCTS LTD.,,,,6585,20160331,0.4,0.2,-7.0,0.2,,67.2,,64.1,,
,12,189.25,,19.2,,ADVANCE MULTITECH LTD.,,,,6767,20160331,2.3,0.1,4.1,2.8,,160.2,,176.8,,-0.6
0.2,12,81.35,,9.4,,ADVANCE PETROCHEMICALS LTD.,0.2,,,6773,20160331,2.8,,0.7,0.4,,118.6,,83.9,,2.2
0.3,12,390.55,1.8,1.3,,ADVANCE SYNTEX LTD.,,0.2,,6793,20160331,11.5,0.2,6.1,9.3,,530.0,,430.0,,
,12,2424.15,41.0,223.3,,ADVANCED ENZYME TECHNOLOGIES LTD.,2.1,,,6819,20160331,76.7,6.6,208.9,22.3,83.3,1485.3,0.6,2615.7,,4.1
0.2,12,394.4,-7.4,-6.9,,ADVANCED MICRONIC DEVICES LTD.,,,20.0,6871,20160331,-6.3,2.2,-213.7,,,27.1,,271.5,,-1.1
8.0,12,638.35,0.0,124.4,,ADVANI HOTELS & RESORTS (INDIA) LTD.,,,,6916,20160331,7.5,1.0,64.0,3.7,,531.0,0.8,629.7,,0.1
10.7,12,3474.25,72.3,224.2,,ADOR WELDING LTD.,,5.9,,6923,20160331,109.1,11.6,226.5,27.6,37.1,4511.3,1.3,3751.7,,-9.6
0.1,12,170.9,,0.0,,ADVENT COMPUTER SERVICES LTD.,,,,6953,20160331,,,0.1,,,4.8,,172.0,,
0.1,12,304.65,,12.5,,ADVIK LABORATORIES LTD.,,,,7002,20160331,0.5,,-11.9,0.5,,13.7,,285.7,,
1.1,12,6051.55,0.2,675.4,,AEGIS LOGISTICS LTD.,,,,7068,20160331,83.9,4.0,538.7,73.4,,3564.6,0.9,6102.2,,5.4
,12,1228.0,,-118.4,,LUDLOW JUTE & SPECIALITIES LTD.,,,,7077,20160331,12.2,1.5,56.4,10.3,,3588.7,,1258.6,,0.4
,12,5792.45,,,,AFTEK LTD.,,,,7294,20160331,958.4,,-192.5,,,248.3,152.6,5755.1,,
0.1,12,189.15,,-0.1,,WAGEND INFRA VENTURE LTD.,,,,7447,20160331,,,-0.4,,,,,188.9,,
,12,10249.15,0.5,-1463.4,,SHIRPUR GOLD REFINERY LTD.,0.2,,,7633,20160331,35.1,0.6,137.5,33.8,,39063.4,,10303.4,,
,12,399.25,,12.0,,AGRI-TECH (INDIA) LTD.,,,204.9,8083,20160331,-6.6,,187.5,,,0.9,,455.1,,
,12,4167.45,-0.8,612.5,,AGRO DUTCH INDS. LTD.,,,30.5,8153,20160331,-60.4,,-673.1,-47.1,,63.7,,4041.4,,-11.3
426.5,12,4773.4,65.5,-181.0,,AGRO TECH FOODS LTD.,53.4,12.4,1.0,8183,20160331,409.8,40.6,233.6,150.4,27.5,7817.6,13.3,5192.9,,
,12,290.3,,2.1,,AHIMSA INDUSTRIES LTD.,,,,8280,20160331,4.9,0.1,18.4,4.7,,607.3,,243.1,,0.1
0.4,12,3583.65,90.6,78.1,,AHLCON PARENTERALS (INDIA) LTD.,,,,8306,20160331,276.5,14.6,-185.3,171.3,1.9,1363.3,,3633.7,,
0.5,12,11021.95,0.7,841.1,,AHLUWALIA CONTRACTS (INDIA) LTD.,1.8,,1.4,8312,20160331,145.6,4.9,844.1,136.2,,12495.8,2.1,11600.7,,-0.1
,12,1004.75,,24.6,,ADVANCE LIFESTYLES LTD.,,,0.1,8336,20160331,,,-0.2,,,2.0,,972.2,,
,12,379.45,,-13.2,,EXCEL CASTRONICS LTD.,0.1,,,8360,20160331,16.1,1.0,7.8,,,762.7,,653.5,,15.0
0.2,12,256.1,,-25.3,,AHMEDABAD STEELCRAFT LTD.,,,0.1,8378,20160331,-2.3,,8.4,,,31.4,,262.1,,-2.3
,6,48456.65,93.7,1583.8,,METALYST FORGINGS LTD.,,,,8392,20160331,363.2,0.7,-2702.1,259.6,,8679.4,,47999.8,,1.1
3.9,12,558.95,-0.6,-1.0,,AIMCO PESTICIDES LTD.,0.1,,18.6,8523,20160331,-15.0,0.2,46.3,-16.4,7.7,976.2,,584.6,,4.9
,12,300.8,,,,AIRAN LTD.,,,0.2,8628,20160331,,,12.5,,,259.9,,303.6,,
108.1,12,12593.1,,2766.7,,AJANTA PHARMA LTD.,-51.7,,,8893,20160331,1682.9,380.2,4219.5,61.1,1064.7,15736.0,17.9,14310.9,,3.1
0.2,12,1000.7,,106.9,,AJANTA SOYA LTD.,,,20.2,8909,20160331,4.4,0.2,50.9,4.0,,5815.2,,1075.7,,0.2
0.5,12,251.45,,7.7,,AJCON GLOBAL SERVICES LTD.,,,,9167,20160331,2.7,,4.1,,,45.1,,242.6,,2.7
1.7,12,106.3,,3.1,,AJWA FUN WORLD & RESORT LTD.,,,,9335,20160331,1.0,0.1,-4.3,0.1,,37.6,,117.3,,0.8
0.7,12,8086.5,,1274.8,,OPTIEMUS INFRACOM LTD.,0.3,,,9395,20160331,-19.2,0.4,180.8,-20.9,,18651.4,1.0,6973.0,,
,12,1206.15,3.8,8.2,,AKAR TOOLS LTD.,,,,9431,20160331,27.8,4.1,18.4,15.0,,2012.9,,1259.8,,4.9
0.5,12,418.85,3.2,54.9,,AKASH AGRO INDS. LTD.,,,,9457,20160331,29.7,2.0,30.4,8.4,0.3,4011.7,,407.6,,16.1
0.3,12,739.75,,,,AKASH INFRA-PROJECTS LTD.,,,21.4,9505,20160331,3.8,0.5,35.7,2.7,,736.3,,675.4,,0.6
,12,33.6,,-0.4,,AKASHDEEP METAL INDS. LTD.,,,,9553,20160331,,,0.8,,,,,33.7,,
,12,18664.75,,-2187.2,,CORE EDUCATION & TECHNOLOGIES LTD.,-0.1,,,9681,20160331,-1551.1,7.5,-5345.7,,,1521.2,0.4,15896.6,,-1.3
20.7,12,38483.3,,2184.1,,HUBTOWN LTD.,0.2,,0.1,9780,20160331,0.8,0.1,213.0,,,2869.1,,39725.5,,0.5
,12,6183.7,0.6,269.1,9.9,AKSH OPTIFIBRE LTD.,0.6,,,9793,20160331,53.2,2.1,335.2,28.6,,4585.9,11.4,6327.5,,
,12,391.7,,60.7,,ALACRITY SECURITIES LTD.,0.1,,,10135,20160331,0.2,,-15.2,,,,0.1,367.1,,
0.1,12,18.5,,-0.5,,SAI JEEVADHARA FINANCE LTD.,,,,10158,20160331,,,-0.6,,,,,18.4,,
,12,6.15,,-1.2,,ALAN SCOTT INDS. LTD.,0.1,,,10220,20160331,0.1,,-1.5,,,1.8,,5.7,,
,12,2598.3,9.3,682.1,,ALBERT DAVID LTD.,0.2,,550.4,10376,20160331,36.1,5.6,480.0,20.8,28.8,3338.1,,2844.3,,0.2
1.9,12,1644.3,58.3,28.6,,RHODIA SPECIALTY CHEMICALS INDIA LTD.,5.3,,0.9,10397,20160331,331.3,-2.1,-221.6,269.8,,2615.8,,1740.1,,
51.2,12,4341.25,,220.5,,SHRENO LTD.,,,,10564,20160331,155.2,1.8,130.9,152.4,,1661.6,,4282.9,,1.0
,12,3634.7,0.4,96.5,,ALEMBIC LTD.,,,4.3,10566,20160331,-110.1,0.9,247.2,-111.4,15.7,1341.0,,4253.8,,
,12,285.7,,30.0,,ALFA ICA (INDIA) LTD.,,,,10674,20160331,5.2,0.2,12.8,5.0,,531.5,,287.3,,
0.1,12,331.1,,-9.6,,ALFA TRANSFORMERS LTD.,0.1,-0.2,,10714,20160331,0.4,0.6,-5.4,-0.5,,302.3,,333.7,,0.4
,12,214.65,,,,ALFAVISION OVERSEAS (INDIA) LTD.,,,,10735,20160331,,,2.6,,,315.8,,201.8,,
,12,316.25,,2.1,,ALFRED HERBERT (INDIA) LTD.,,,,10752,20160331,0.3,,10.5,0.3,,10.3,,322.0,,
,12,119.8,,-1.6,,ALKA DIAMOND INDS. LTD.,,,,10853,20160331,,,-0.1,,,,,119.7,,
,12,54.45,,,,ALKA SECURITIES LTD.,,,,10866,20160331,,,-0.1,,,,,55.6,,
,18,442.2,-4.2,-27.4,,ALKA INDIA LTD.,,,8.3,10867,20160331,-8.9,,15.4,,,7.7,,442.2,,-4.7
,12,899.9,0.4,113.5,,ALKALI METALS LTD.,0.2,,,10872,20160331,-7.2,0.8,22.6,-7.6,7.2,768.8,,870.5,,-1.0
,12,49077.7,240.7,6298.1,,ALKEM LABORATORIES LTD.,,,,10884,20160331,563.9,91.2,6384.4,170.5,2020.1,40179.2,40.7,49169.5,,-7.8
,12,4356.25,39.9,992.0,,ALKYL AMINES CHEMICALS LTD.,,6.5,1.2,10903,20160331,481.9,-3.8,498.5,424.1,44.3,5232.9,,4442.5,,0.4
188.3,12,2323022.5,327.6,27476.8,,ALLAHABAD BANK,,,0.8,11019,20160331,1539.6,1159.4,-7433.1,,,,52.6,2405127.0,,
,12,18883.4,97.7,1972.5,,ALLCARGO LOGISTICS LTD.,14.4,,111.3,11063,20160331,116.6,84.6,1241.5,80.3,,12018.6,7.1,18836.1,,-271.7
,12,712.2,,,,AVONMORE CAPITAL & MGMT. SERVICES LTD.,,,,11259,20160331,,,14.2,,,,,726.5,,
,12,1707.7,,161.0,,ALMONDZ GLOBAL SECURITIES LTD.,-0.4,,,11262,20160331,2.1,0.0,6.9,,,214.1,0.6,1593.5,,1.3
,12,388.0,,,,RAP MEDIA LTD.,-0.7,,,11284,20160331,-0.7,,-259.8,,,43.8,,258.0,,
20.5,12,7269.2,,197.0,,ALLIED DIGITAL SERVICES LTD.,0.5,,,11303,20160331,-35.0,0.4,20.9,,,1083.8,,6146.2,,0.4
,12,1316.4,,193.8,,ALLSEC TECHNOLOGIES LTD.,-9.0,,,11443,20160331,5.4,-8.9,94.8,5.1,,1083.6,19.7,1356.7,,-2.3
,12,542.5,,11.5,,ALLSOFT CORPORATION LTD.,,,,11445,20160331,,,-1.7,,,50.3,,549.6,,
,12,17.25,,2.9,,ALNA TRADING & EXPORTS LTD.,,,,11554,20160331,,,0.4,,,15.6,,17.5,,
,12,295115.9,361.7,-24604.8,,ALOK INDUSTRIES LTD.,2.9,,,11599,20160331,1258.7,-0.5,-37228.0,903.5,80.6,119522.0,,295926.4,,-10.9
,12,1377.3,,-247.8,,ALPA LABORATORIES LTD.,0.2,,,11664,20160331,5.6,1.6,77.4,3.1,,574.6,,1471.5,,0.7
,12,209.2,,-76.1,,ALPHA GRAPHIC INDIA LTD.,,,,11760,20160331,,,-80.0,,,13.0,,168.7,,
0.1,12,36.65,,-0.9,,ALPHA HI-TECH FUEL LTD.,,,,11764,20160331,-9.9,,-2.1,-9.9,,,,30.9,,
0.2,12,995.8,,35.6,,ALPHAGEO (INDIA) LTD.,-4.3,0.3,0.8,11853,20160331,326.6,0.3,69.6,330.0,,688.5,,1274.9,,0.3
10.2,12,1478.15,2.0,23.7,,ALPINE HOUSING DEVP. CORPN. LTD.,0.1,,,11905,20160331,11.5,0.3,39.9,9.1,,240.0,,1606.0,,
9.8,12,8483.35,-0.4,4117.9,,ALPS INDUSTRIES LTD.,2.3,,686.9,11955,20160331,-13.6,1.6,202.2,-8.6,,5909.7,-3.0,6610.9,,-6.7
,12,150.25,,0.1,,ALPS MOTOR FINANCE LTD.,,,,11961,20160331,,,0.3,,,10.0,,146.9,,
,12,50344.5,309.1,-909.1,,G E T & D INDIA LTD.,,,48.3,12007,20160331,831.0,69.9,345.0,452.5,170.7,34715.2,,48825.1,,-0.5
,12,38577.5,56.5,672.7,,G E POWER INDIA LTD.,,,0.9,12011,20160331,138.8,-11.4,-787.7,180.6,,17893.9,-19.0,39171.2,,-5.1
,12,239.45,0.3,14.2,,ALUFLUORIDE LTD.,0.1,,,12108,20160331,1.4,0.1,21.6,0.9,,358.3,,247.1,,
4.8,12,292.55,1.3,-62.9,,ALUMINIUM INDUSTRIES LTD.,0.8,,,12131,20160331,5.8,0.9,-31.7,2.5,3.9,331.2,,303.7,0.3,
0.1,12,109.2,1.8,2.5,,AMAL LTD.,,,,12258,20160331,1.9,,13.5,0.1,,258.3,,131.2,,
,12,8.95,,0.0,,AMALGAMATED ELECTRICITY CO. LTD.,,,,12281,20160331,,,0.4,,,0.9,,9.1,,
,12,22.65,,14.0,,AMANI TRADING & EXPORTS LTD.,,,,12379,20160331,,,0.0,,,50.6,,22.3,,
0.1,12,43.6,,-4.1,,AMAR VANIJYA LTD.,,,,12506,20160331,,,0.9,,,,,44.1,,
331.5,12,27729.4,1706.5,5547.1,,AMARA RAJA BATTERIES LTD.,31.1,,,12517,20160331,5421.2,125.7,4916.3,3902.3,61.9,51879.1,10.3,29770.8,,53.8
4.1,12,1993.0,,328.8,,AMARJOTHI SPINNING MILLS LTD.,,,2.0,12577,20160331,-0.5,1.9,86.1,-2.3,,1941.4,,1898.0,,-0.1
0.1,12,32.0,,1.9,,AMARNATH SECURITIES LTD.,-0.2,,0.1,12616,20160331,-0.5,-0.2,0.9,,,3.7,,32.4,,-0.1
,12,148.75,,-13.1,,AMBA ENTERPRISES LTD.,,,,12709,20160331,0.3,,8.1,0.1,,152.7,,153.2,,0.2
0.1,12,77.1,,-9.1,,SCAN PROJECTS LTD.,,,,12761,20160331,0.2,,3.3,0.2,,67.8,,81.3,,
,12,1691.45,-0.4,-694.5,,AMBALAL SARABHAI ENTERPRISES LTD.,,,929.5,12774,20160331,-205.2,-13.2,456.8,-113.2,,90.9,0.1,1629.9,,-2.5
34.5,12,1104.85,-0.6,22.5,,AMBICA AGARBATHIES AROMA & INDS. LTD.,0.2,,0.1,12933,20160331,14.2,2.2,13.5,0.8,,1036.3,,1113.8,,11.5
1.0,12,4498.25,29.9,669.9,,AMBIKA COTTON MILLS LTD.,,,12.9,13029,20160331,133.4,0.3,444.6,167.7,,5240.9,,4362.5,,0.1
,12,12.1,,-0.1,,AMBITIOUS PLASTOMAC CO. LTD.,,,,13096,20160331,,,0.3,,,,,11.4,,
0.1,12,421.2,,21.5,,AMCO INDIA LTD.,0.1,,,13188,20160331,-9.4,,11.4,-12.2,,517.8,,422.1,,-4.7
,12,320.15,,7.9,,AMFORGE INDUSTRIES LTD.,-0.6,,,13398,20160331,-0.6,-0.2,8.8,,,,,320.7,,0.2
,12,1373.1,0.1,121.6,,AMINES & PLASTICIZERS LTD.,,,,13499,20160331,14.1,0.5,96.7,11.3,11.7,2793.0,1.1,1402.7,,1.1
0.1,12,106.7,,41.6,,AMIT SECURITIES LTD.,,,,13702,20160331,,,4.0,,,24.5,,108.7,,
,12,844.75,,20.3,,AMIT SPINNING INDS. LTD.,,,,13711,20160331,,,-150.3,,,3.9,,813.1,,
,12,1102.65,25.7,-202.8,,AMRAPALI CAPITAL & FINANCE SERVICES LTD.,3.7,,,13993,20160331,30.0,0.6,6.5,,,0.2,,1262.8,,
0.9,12,916.6,2.8,-61.0,0.1,AMRAPALI INDUSTRIES LTD.,,,,14000,20160331,3.2,0.3,-71.6,0.0,,73.4,,890.5,,
,12,1942.5,0.3,114.2,,AMRIT CORP. LTD.,0.9,,0.1,14039,20160331,-38.5,0.3,107.0,-40.3,0.2,416.6,,2042.2,,0.3
0.2,12,2078.85,,-128.3,,AMRIT BANASPATI CO. LTD.,0.1,,,14050,20160331,1.0,0.4,101.9,,,214.6,,2093.4,,0.5
208.2,12,1410.75,97.6,213.6,,AMRUTANJAN HEALTH CARE LTD.,2.1,,7.5,14204,20160331,130.7,0.6,224.2,19.6,4.3,1934.8,,1502.6,,1.9
0.2,6,164604.4,5.8,4126.8,,AMTEK AUTO LTD.,0.7,,23.2,14268,20160331,4947.0,6.6,-6608.4,4955.3,,14873.6,,164525.7,,-2.9
